pos.time,pos.x,pos.y,pos.z
1732249996338080044,0.45140230655670166,-0.14023908972740173,0.027621986344456673
1732249996348491344,0.4513399600982666,-0.14026392996311188,0.027637090533971786
1732249996358819903,0.4513867199420929,-0.14024612307548523,0.027607401832938194
1732249996369026907,0.4513399600982666,-0.14026392996311188,0.027637090533971786
1732249996379499379,0.45140230655670166,-0.14023908972740173,0.027621986344456673
1732249996389969980,0.4512978792190552,-0.14023827016353607,0.027649225667119026
1732249996400497909,0.45138299465179443,-0.1400993913412094,0.027549467980861664
1732249996410960822,0.45138296484947205,-0.14021730422973633,0.02765488810837269
1732249996421513337,0.4513440430164337,-0.14029565453529358,0.027585793286561966
1732249996431926555,0.4513663947582245,-0.14032158255577087,0.027544952929019928
1732249996442523436,0.4513663947582245,-0.14032158255577087,0.027544952929019928
1732249996452973244,0.4513883888721466,-0.14013347029685974,0.0274921003729105
1732249996463494188,0.45140784978866577,-0.14027287065982819,0.02756737545132637
1732249996463704296,0.45140784978866577,-0.14027287065982819,0.02756737545132637
1732249996473900599,0.4513440430164337,-0.14029565453529358,0.027585793286561966
1732249996484191716,0.4513883888721466,-0.14013347029685974,0.0274921003729105
1732249996494542446,0.4513835906982422,-0.14002886414527893,0.027585158124566078
1732249996504782509,0.45136594772338867,-0.14010754227638245,0.02753281779587269
1732249996515126281,0.4509035646915436,-0.14005056023597717,0.026424003764986992
1732249996525612587,0.45044904947280884,-0.13937515020370483,0.02581077441573143
1732249996536019711,0.45038241147994995,-0.13959510624408722,0.025935232639312744
1732249996546484480,0.45138296484947205,-0.14021730422973633,0.02765488810837269
1732249996557024431,0.4513867199420929,-0.14024612307548523,0.027607401832938194
1732249996557234608,0.451360821723938,-0.14028722047805786,0.027600955218076706
1732249996567434609,0.4513867199420929,-0.14024612307548523,0.027607401832938194
1732249996577755630,0.45136594772338867,-0.14010754227638245,0.02753281779587269
1732249996588128187,0.4513867199420929,-0.14024612307548523,0.027607401832938194
1732249996598722631,0.4513399600982666,-0.14026392996311188,0.027637090533971786
1732249996608972683,0.4513399600982666,-0.14026392996311188,0.027637090533971786
1732249996619386288,0.45138832926750183,-0.1402226984500885,0.02763211727142334
1732249996629507704,0.45140567421913147,-0.14002983272075653,0.027605490759015083
1732249996639882606,0.45140784978866577,-0.14027287065982819,0.02756737545132637
1732249996650477888,0.4513605237007141,-0.1402134895324707,0.027634823694825172
1732249996660858758,0.45140230655670166,-0.14023908972740173,0.027621986344456673
1732249996671304270,0.45140230655670166,-0.14023908972740173,0.027621986344456673
1732249996681638705,0.45136210322380066,-0.14007608592510223,0.027585413306951523
1732249996692105448,0.45136210322380066,-0.14007608592510223,0.027585413306951523
1732249996702637165,0.4513867199420929,-0.14024612307548523,0.027607401832938194
1732249996713026965,0.45142513513565063,-0.14005163311958313,0.027572831138968468
1732249996723503471,0.4509541690349579,-0.13979092240333557,0.026364514604210854
1732249996733831298,0.45039522647857666,-0.1395801305770874,0.02594546414911747
1732249996744080802,0.45048224925994873,-0.13941410183906555,0.025822928175330162
1732249996754501551,0.4503917396068573,-0.13967502117156982,0.025925375521183014
1732249996764747238,0.45140230655670166,-0.14023908972740173,0.027621986344456673
1732249996775017289,0.45138296484947205,-0.14021730422973633,0.02765488810837269
1732249996785363634,0.4513867199420929,-0.14024612307548523,0.027607401832938194
1732249996795735851,0.4513867199420929,-0.14024612307548523,0.027607401832938194
1732249996806109166,0.45133060216903687,-0.14032632112503052,0.027534225955605507
1732249996816381929,0.45140230655670166,-0.14023908972740173,0.027621986344456673
1732249996826573738,0.4514535367488861,-0.14019212126731873,0.027624936774373055
1732249996836752739,0.4513888955116272,-0.14006231725215912,0.027529127895832062
1732249996847114624,0.45138296484947205,-0.14021730422973633,0.02765488810837269
1732249996857420089,0.45140933990478516,-0.14005838334560394,0.027556784451007843
1732249996867722822,0.45140933990478516,-0.14005838334560394,0.027556784451007843
1732249996877988285,0.4513867199420929,-0.14024612307548523,0.027607401832938194
1732249996888327300,0.45089665055274963,-0.13990354537963867,0.026325179263949394
1732249996898561458,0.4503421485424042,-0.13962717354297638,0.025968316942453384
1732249996909077671,0.4504140317440033,-0.13961267471313477,0.025918584316968918
1732249996919405813,0.4503421485424042,-0.13962717354297638,0.025968316942453384
1732249996929646865,0.4504140317440033,-0.13961267471313477,0.025918584316968918
1732249996940050658,0.4514535367488861,-0.14019212126731873,0.027624936774373055
1732249996950375363,0.45142513513565063,-0.14005163311958313,0.027572831138968468
1732249996960689127,0.4514627754688263,-0.14001017808914185,0.02756277099251747
1732249996971015795,0.45138299465179443,-0.1400993913412094,0.027549467980861664
1732249996981422338,0.45140784978866577,-0.14027287065982819,0.02756737545132637
1732249996991893350,0.4513867199420929,-0.14024612307548523,0.027607401832938194
1732249997002139104,0.4514535367488861,-0.14019212126731873,0.027624936774373055
1732249997012445014,0.45136594772338867,-0.14010754227638245,0.02753281779587269
1732249997022668880,0.45140230655670166,-0.14023908972740173,0.027621986344456673
1732249997032916135,0.4514394998550415,-0.14019760489463806,0.027611099183559418
1732249997043128119,0.45138296484947205,-0.14021730422973633,0.02765488810837269
1732249997053456933,0.45140567421913147,-0.14002983272075653,0.027605490759015083
1732249997063902509,0.4514394998550415,-0.14019760489463806,0.027611099183559418
1732249997074087377,0.4513399600982666,-0.14026392996311188,0.027637090533971786
1732249997084354192,0.45140933990478516,-0.14005838334560394,0.027556784451007843
1732249997094707512,0.451360821723938,-0.14028722047805786,0.027600955218076706
1732249997105020628,0.4513883888721466,-0.14013347029685974,0.0274921003729105
