Timestamp,rltrp.sm,rltrp.x,rltrp.y,rltrp.z,rltte.x,rltte.y,rltte.z
50160,1,-0.33294686675071716,0.6418847441673279,0.05655848979949951,-0.20723077654838562,-0.23892664909362793,-0.05655848979949951
50180,1,-0.34363555908203125,0.6445450186729431,0.056543946266174316,-0.2060527205467224,-0.2384967803955078,-0.056543946266174316
50200,1,-0.3547462224960327,0.6472883820533752,0.056531310081481934,-0.20445245504379272,-0.2381499707698822,-0.056531310081481934
50220,1,-0.36549171805381775,0.6498911380767822,0.05650293827056885,-0.19933852553367615,-0.24048089981079102,-0.05650293827056885
50240,1,-0.377101331949234,0.6526656746864319,0.056464433670043945,-0.18185105919837952,-0.25134560465812683,-0.056464433670043945
50260,1,-0.38800784945487976,0.655376136302948,0.05656754970550537,-0.16506662964820862,-0.26214632391929626,-0.05656754970550537
50280,1,-0.3988736569881439,0.6578917503356934,0.056772708892822266,-0.14832308888435364,-0.27275198698043823,-0.056772708892822266
50300,1,-0.4082546830177307,0.6600149273872375,0.05703020095825195,-0.13306421041488647,-0.2829653322696686,-0.05703020095825195
50320,1,-0.4177592098712921,0.6616765856742859,0.05752372741699219,-0.1176818311214447,-0.2927171587944031,-0.05752372741699219
50340,1,-0.42598801851272583,0.6625370383262634,0.0579143762588501,-0.10357511043548584,-0.30166786909103394,-0.0579143762588501
50360,1,-0.43312039971351624,0.662336528301239,0.058383941650390625,-0.09056487679481506,-0.3095575273036957,-0.058383941650390625
50380,1,-0.43877869844436646,0.661029040813446,0.05868411064147949,-0.07902872562408447,-0.3163401782512665,-0.05868411064147949
50400,1,-0.4431212544441223,0.6584261059761047,0.059020280838012695,-0.06880837678909302,-0.32182732224464417,-0.059020280838012695
50420,1,-0.4461110234260559,0.654479444026947,0.059375882148742676,-0.06111633777618408,-0.32435280084609985,-0.059375882148742676
50440,1,-0.44776496291160583,0.648946225643158,0.059702396392822266,-0.05358448624610901,-0.3269098401069641,-0.059702396392822266
50460,1,-0.44785571098327637,0.6421659588813782,0.0599215030670166,-0.047615885734558105,-0.3282197415828705,-0.0599215030670166
50480,1,-0.4463818669319153,0.6337764859199524,0.060155510902404785,-0.04321187734603882,-0.32792043685913086,-0.060155510902404785
50500,1,-0.44343966245651245,0.6244081258773804,0.06045544147491455,-0.04027622938156128,-0.3266422152519226,-0.06045544147491455
50520,1,-0.439301073551178,0.6143508553504944,0.06096029281616211,-0.038536906242370605,-0.32467520236968994,-0.06096029281616211
50540,1,-0.43377685546875,0.6033746004104614,0.06171262264251709,-0.03818333148956299,-0.321789026260376,-0.06171262264251709
50560,1,-0.42693576216697693,0.5916444659233093,0.06267499923706055,-0.03914651274681091,-0.3181491494178772,-0.06267499923706055
50580,1,-0.41878169775009155,0.5793086886405945,0.06389749050140381,-0.04142272472381592,-0.3139035403728485,-0.06389749050140381
50602,1,-0.4090999364852905,0.5668522119522095,0.06494998931884766,-0.04522663354873657,-0.30953723192214966,-0.06494998931884766
50620,1,-0.3990080952644348,0.5541335344314575,0.06643152236938477,-0.049440622329711914,-0.3049086928367615,-0.06643152236938477
50640,1,-0.3877519965171814,0.54097980260849,0.06812965869903564,-0.05481886863708496,-0.2998451292514801,-0.06812965869903564
50660,1,-0.37626102566719055,0.5283800959587097,0.06973409652709961,-0.060431987047195435,-0.295335590839386,-0.06973409652709961
50680,1,-0.36315611004829407,0.515055775642395,0.0714714527130127,-0.06765908002853394,-0.29010140895843506,-0.0714714527130127
50700,1,-0.35088130831718445,0.5032556056976318,0.0729677677154541,-0.07405617833137512,-0.2863912284374237,-0.0729677677154541
50720,1,-0.3379850387573242,0.49155160784721375,0.07439494132995605,-0.08107444643974304,-0.2827776074409485,-0.07439494132995605
50740,1,-0.3241143226623535,0.47980615496635437,0.075691819190979,-0.08906731009483337,-0.2791222929954529,-0.075691819190979
50760,1,-0.31147435307502747,0.4695725440979004,0.07686471939086914,-0.09582945704460144,-0.27697885036468506,-0.07686471939086914
50780,1,-0.29945746064186096,0.4602791368961334,0.07780265808105469,-0.10196849703788757,-0.27577561140060425,-0.07780265808105469
50800,1,-0.293687105178833,0.45532602071762085,0.0788726806640625,-0.10186100006103516,-0.27891263365745544,-0.0788726806640625
50821,1,-0.2822415828704834,0.44708141684532166,0.07944881916046143,-0.1074286699295044,-0.2787582278251648,-0.07944881916046143
50841,1,-0.2707110345363617,0.4390387237071991,0.07990801334381104,-0.11308136582374573,-0.278805673122406,-0.07990801334381104
50860,1,-0.2594318091869354,0.43145886063575745,0.08002889156341553,-0.11965823173522949,-0.2776980698108673,-0.08002889156341553
50880,1,-0.2491021305322647,0.4242803752422333,0.08027505874633789,-0.12411005795001984,-0.2786097228527069,-0.08027505874633789
50900,1,-0.24059002101421356,0.41820114850997925,0.08035910129547119,-0.126744344830513,-0.28062066435813904,-0.08035910129547119
50920,1,-0.23310716450214386,0.41260644793510437,0.08036589622497559,-0.12834934890270233,-0.2831161320209503,-0.08036589622497559
50940,1,-0.22618737816810608,0.40712180733680725,0.08023416996002197,-0.12939128279685974,-0.28572162985801697,-0.08023416996002197
