Timestamp,rltrp.sm,rltrp.x,rltrp.y,rltrp.z,rltte.x,rltte.y,rltte.z
12454,1,0.03199710324406624,0.018748706206679344,-0.9337159991264343,-0.02951335720717907,-0.016667935997247696,0.9337159991264343
12473,1,0.03184663504362106,0.018784482032060623,-0.9336625337600708,-0.02522331103682518,-0.013235763646662235,0.9336625337600708
12493,1,0.03171514719724655,0.018802596256136894,-0.9334877133369446,-0.020952247083187103,-0.009785929694771767,0.9334877133369446
12513,1,0.03160304203629494,0.018815448507666588,-0.9332315921783447,-0.016700565814971924,-0.006330831907689571,0.9332315921783447
12533,1,0.03159399703145027,0.018807191401720047,-0.9328852891921997,-0.013379858806729317,-0.0035482151433825493,0.9328852891921997
12553,1,0.03165280818939209,0.018785422667860985,-0.9323364496231079,-0.00929909385740757,-5.8498233556747437e-05,0.9323364496231079
12573,1,0.031751133501529694,0.01873847097158432,-0.9311720728874207,-0.005257841199636459,0.0034564025700092316,0.9311720728874207
12593,1,0.03189491480588913,0.01866944506764412,-0.9288500547409058,-0.0012620482593774796,0.006993375718593597,0.9288500547409058
12613,1,0.03231072798371315,0.018664121627807617,-0.9249374270439148,0.0024617165327072144,0.010466648265719414,0.9249374270439148
12633,1,0.03332370147109032,0.018911374732851982,-0.9191731214523315,0.005588315427303314,0.013687344267964363,0.9191731214523315
12653,1,0.03493263199925423,0.019782839342951775,-0.9116164445877075,0.008118964731693268,0.016283826902508736,0.9116164445877075
12673,1,0.03841564431786537,0.021039631217718124,-0.9030399322509766,0.008775528520345688,0.01849498227238655,0.9030399322509766
12693,1,0.043721407651901245,0.023140402510762215,-0.893280029296875,0.007609345018863678,0.019862161949276924,0.893280029296875
12713,1,0.05071812868118286,0.026185736060142517,-0.8831433653831482,0.004752200096845627,0.020284779369831085,0.8831433653831482
12733,1,0.059960342943668365,0.030653037130832672,-0.8717879056930542,-0.0003504417836666107,0.019285421818494797,0.8717879056930542
12753,1,0.0699385404586792,0.03590451553463936,-0.8608883619308472,-0.0061890557408332825,0.017501894384622574,0.8608883619308472
12773,1,0.08214662969112396,0.04279406741261482,-0.8481718301773071,-0.014257572591304779,0.014080286026000977,0.8481718301773071
12793,1,0.09545070677995682,0.051870863884687424,-0.8343261480331421,-0.023422077298164368,0.008471440523862839,0.8343261480331421
12813,1,0.10980706661939621,0.06279487162828445,-0.8192780017852783,-0.033638857305049896,0.00101538747549057,0.8192780017852783
12834,1,0.12486771494150162,0.0749274417757988,-0.8029468655586243,-0.04455992579460144,-0.007649235427379608,0.8029468655586243
12853,1,0.14073128998279572,0.0892999991774559,-0.785488486289978,-0.05628392845392227,-0.018553845584392548,0.785488486289978
12873,1,0.15655632317066193,0.10449415445327759,-0.7675933241844177,-0.06796938180923462,-0.03028005361557007,0.7675933241844177
12893,1,0.17319326102733612,0.12125125527381897,-0.7481855154037476,-0.08046674728393555,-0.04356919974088669,0.7481855154037476
12914,1,0.18954551219940186,0.13888245820999146,-0.7291345596313477,-0.09267941862344742,-0.05773244798183441,0.7291345596313477
12935,1,0.20585007965564728,0.15625828504562378,-0.7080627679824829,-0.10484442114830017,-0.07164033502340317,0.7080627679824829
12956,1,0.22192533314228058,0.1744409203529358,-0.6870599985122681,-0.11678008735179901,-0.08635502308607101,0.6870599985122681
12973,1,0.23837518692016602,0.19401952624320984,-0.6656495928764343,-0.12991827726364136,-0.10315926373004913,0.6656495928764343
12993,1,0.25348320603370667,0.21231727302074432,-0.6440744400024414,-0.14088672399520874,-0.11798906326293945,0.6440744400024414
13013,1,0.2678103744983673,0.23049861192703247,-0.622089147567749,-0.15107430517673492,-0.13270245492458344,0.622089147567749
13033,1,0.2797005772590637,0.24634194374084473,-0.6021482944488525,-0.15882495045661926,-0.14507785439491272,0.6021482944488525
13053,1,0.2883232533931732,0.25883033871650696,-0.5841846466064453,-0.1633080393075943,-0.1540983021259308,0.5841846466064453
13073,1,0.2968708872795105,0.27201908826828003,-0.5660696029663086,-0.1677161008119583,-0.1638191044330597,0.5660696029663086
13093,1,0.3042636215686798,0.2847614884376526,-0.5473926663398743,-0.17096926271915436,-0.1730935424566269,0.5473926663398743
13113,1,0.3112558424472809,0.2974449098110199,-0.5289977788925171,-0.17382189631462097,-0.18230901658535004,0.5289977788925171
13134,1,0.3156532049179077,0.30799517035484314,-0.5109498500823975,-0.17407968640327454,-0.18939131498336792,0.5109498500823975
13154,1,0.3186742067337036,0.31755149364471436,-0.49327224493026733,-0.17296111583709717,-0.19547969102859497,0.49327224493026733
13174,1,0.3202838897705078,0.3258395195007324,-0.4765898585319519,-0.1704312264919281,-0.20029978454113007,0.4765898585319519
13193,1,0.32070106267929077,0.3334599733352661,-0.4596518874168396,-0.1667088121175766,-0.2044522762298584,0.4596518874168396
13213,1,0.31998515129089355,0.3401137888431549,-0.44310009479522705,-0.16185332834720612,-0.20763814449310303,0.44310009479522705
13233,1,0.3182671070098877,0.34589987993240356,-0.42701810598373413,-0.155995711684227,-0.20995628833770752,0.42701810598373413
13253,1,0.3156382441520691,0.3505546748638153,-0.41210126876831055,-0.14922726154327393,-0.2111431360244751,0.41210126876831055
13273,1,0.3123745024204254,0.3547421395778656,-0.39678800106048584,-0.14265185594558716,-0.21255624294281006,0.39678800106048584
13293,1,0.3086216151714325,0.3577852249145508,-0.38316047191619873,-0.13475939631462097,-0.21213138103485107,0.38316047191619873
13313,1,0.3045918047428131,0.36030054092407227,-0.369731605052948,-0.12658999860286713,-0.2111787497997284,0.369731605052948
