Timestamp,rltrp.sm,rltrp.x,rltrp.y,rltrp.z,rltte.x,rltte.y,rltte.z
29298,1,0.031513478606939316,0.012306938879191875,-0.9331493973731995,-0.030210690572857857,-0.004754996858537197,0.9331493973731995
29318,1,0.03143385052680969,0.012326639145612717,-0.9331204295158386,-0.026755675673484802,0.014281652867794037,0.9331204295158386
29338,1,0.03138343617320061,0.012330831959843636,-0.9330112934112549,-0.02320152148604393,0.03353552520275116,0.9330112934112549
29358,1,0.03135736286640167,0.012315035797655582,-0.9328739643096924,-0.019591953605413437,0.052950143814086914,0.9328739643096924
29378,1,0.03149082139134407,0.012319209985435009,-0.9326226711273193,-0.016107982024550438,0.072426937520504,0.9326226711273193
29398,1,0.03167615830898285,0.012201141566038132,-0.932162344455719,-0.012685045599937439,0.09205183386802673,0.932162344455719
29418,1,0.03184825927019119,0.012092020362615585,-0.931307852268219,-0.009298441931605339,0.11163973808288574,0.931307852268219
29438,1,0.03211938962340355,0.012098230421543121,-0.9295422434806824,-0.006098225712776184,0.1310325562953949,0.9295422434806824
29459,1,0.03320276364684105,0.011755766347050667,-0.9266908168792725,-0.003832845017313957,0.150644913315773,0.9266908168792725
29478,1,0.034128349274396896,0.011661306023597717,-0.9225929975509644,-0.0015649795532226562,0.16983288526535034,0.9225929975509644
29499,1,0.036044418811798096,0.01160014420747757,-0.917756974697113,-0.00047316402196884155,0.18876612186431885,0.917756974697113
29519,1,0.03883440047502518,0.011619266122579575,-0.9121933579444885,-0.0004687011241912842,0.20735479891300201,0.9121933579444885
29540,1,0.0438532829284668,0.011363506317138672,-0.9064493179321289,-0.002932067960500717,0.22591322660446167,0.9064493179321289
29558,1,0.05052315816283226,0.011013119481503963,-0.9008064866065979,-0.007308606058359146,0.2442224621772766,0.9008064866065979
29578,1,0.05916641652584076,0.010711907409131527,-0.8946924209594727,-0.014320127665996552,0.2586185038089752,0.8946924209594727
29598,1,0.06989607959985733,0.010394192300736904,-0.8877228498458862,-0.023279771208763123,0.27618518471717834,0.8877228498458862
29618,1,0.08214275538921356,0.010028206743299961,-0.8803349733352661,-0.034071896225214005,0.2933586537837982,0.8803349733352661
29638,1,0.095828577876091,0.009685331955552101,-0.8727470636367798,-0.04663366824388504,0.3100365400314331,0.8727470636367798
29658,1,0.1112729087471962,0.009550772607326508,-0.8649227619171143,-0.06129741296172142,0.32600435614585876,0.8649227619171143
29678,1,0.1289539486169815,0.009599952958524227,-0.8563492298126221,-0.07855238020420074,0.3412593603134155,0.8563492298126221
29698,1,0.14798012375831604,0.010797836817800999,-0.8478351831436157,-0.09751607477664948,0.3548111915588379,0.8478351831436157
29719,1,0.16820280253887177,0.011260651051998138,-0.8373886942863464,-0.1180470883846283,0.3685198426246643,0.8373886942863464
29739,1,0.18901120126247406,0.013085070997476578,-0.826642632484436,-0.13954010605812073,0.38026702404022217,0.826642632484436
29759,1,0.21052560210227966,0.015293607488274574,-0.8141270279884338,-0.1621190458536148,0.3910098969936371,0.8141270279884338
29778,1,0.2326137125492096,0.01940341107547283,-0.8019850850105286,-0.18565359711647034,0.3992130160331726,0.8019850850105286
29798,1,0.2539011240005493,0.023655278608202934,-0.7888878583908081,-0.20876970887184143,0.4066188633441925,0.7888878583908081
29818,1,0.2754763960838318,0.02879856340587139,-0.7746686935424805,-0.23255464434623718,0.41246309876441956,0.7746686935424805
29838,1,0.29619157314300537,0.03472437709569931,-0.7596768140792847,-0.2558577060699463,0.4168410897254944,0.7596768140792847
29858,1,0.3139701783657074,0.04076829180121422,-0.7453818321228027,-0.2765980660915375,0.4204055666923523,0.7453818321228027
29878,1,0.33062034845352173,0.04790262132883072,-0.7308352589607239,-0.29657822847366333,0.4221738278865814,0.7308352589607239
29898,1,0.34557944536209106,0.056040339171886444,-0.7160079479217529,-0.31446170806884766,0.42064398527145386,0.7160079479217529
29918,1,0.35866084694862366,0.06539370119571686,-0.701007604598999,-0.3315172493457794,0.41890186071395874,0.701007604598999
29938,1,0.3708810806274414,0.07650142163038254,-0.6862548589706421,-0.34805673360824585,0.41467875242233276,0.6862548589706421
29958,1,0.3782413601875305,0.08798322826623917,-0.6709935665130615,-0.3600708246231079,0.40935030579566956,0.6709935665130615
29980,1,0.3859439790248871,0.10187684744596481,-0.6562212109565735,-0.3723451495170593,0.40223875641822815,0.6558498740196228
29998,1,0.39001160860061646,0.11658341437578201,-0.6414584517478943,-0.38210421800613403,0.3908511996269226,0.6414584517478943
30018,1,0.3925585448741913,0.13342081010341644,-0.6266793012619019,-0.3902336359024048,0.37795907258987427,0.6266793012619019
30038,1,0.3928698003292084,0.15126478672027588,-0.6124013066291809,-0.39640846848487854,0.36332404613494873,0.6124013066291809
30058,1,0.3915260434150696,0.17136728763580322,-0.5978478193283081,-0.40119343996047974,0.34569621086120605,0.5978478193283081
30078,1,0.3885391652584076,0.19336900115013123,-0.5831320285797119,-0.40458375215530396,0.32543787360191345,0.5831320285797119
30098,1,0.3839156925678253,0.21649101376533508,-0.5687237977981567,-0.4065682888031006,0.30333247780799866,0.5687237977981567
30118,1,0.3775028884410858,0.2423144280910492,-0.553145170211792,-0.40697604417800903,0.2778044044971466,0.553145170211792
30138,1,0.3703687787055969,0.2674039602279663,-0.5388422012329102,-0.40685585141181946,0.25229573249816895,0.5388422012329102
30158,1,0.366838663816452,0.2788899838924408,-0.5325865149497986,-0.4105132818222046,0.23968377709388733,0.5325865149497986
30178,1,0.35782694816589355,0.30743107199668884,-0.5167731046676636,-0.40736302733421326,0.20973888039588928,0.5167731046676636
