"Step","obs_quat_worotation_seed2/11-30_15-19 - train/stats.tracking_error","obs_quat_worotation_seed2/11-30_15-19 - train/stats.tracking_error__MIN","obs_quat_worotation_seed2/11-30_15-19 - train/stats.tracking_error__MAX"
"3145","-0.09879302978515625","-0.09879302978515625","-0.09879302978515625"
"3167","-0.0900372564792633","-0.0900372564792633","-0.0900372564792633"
"3189","-0.08990535885095596","-0.08990535885095596","-0.08990535885095596"
"3211","-0.09086883813142776","-0.09086883813142776","-0.09086883813142776"
"3233","-0.09233210980892181","-0.09233210980892181","-0.09233210980892181"
"3256","-0.08625555038452148","-0.08625555038452148","-0.08625555038452148"
"3279","-0.09163332730531693","-0.09163332730531693","-0.09163332730531693"
"3302","-0.08428384363651276","-0.08428384363651276","-0.08428384363651276"
"3325","-0.08614558726549149","-0.08614558726549149","-0.08614558726549149"
"3348","-0.08512710779905319","-0.08512710779905319","-0.08512710779905319"
"3371","-0.07130809128284454","-0.07130809128284454","-0.07130809128284454"
"3394","-0.06372011452913284","-0.06372011452913284","-0.06372011452913284"
"3417","-0.06178439408540726","-0.06178439408540726","-0.06178439408540726"
"3441","-0.0593290813267231","-0.0593290813267231","-0.0593290813267231"
"3465","-0.0559493824839592","-0.0559493824839592","-0.0559493824839592"
"3489","-0.0491914264857769","-0.0491914264857769","-0.0491914264857769"
"3513","-0.04818764701485634","-0.04818764701485634","-0.04818764701485634"
"3537","-0.04535666108131409","-0.04535666108131409","-0.04535666108131409"
"3561","-0.05347490683197975","-0.05347490683197975","-0.05347490683197975"
"3585","-0.055033277720212936","-0.055033277720212936","-0.055033277720212936"
"3609","-0.055055733770132065","-0.055055733770132065","-0.055055733770132065"
"3633","-0.055318526923656464","-0.055318526923656464","-0.055318526923656464"
"3657","-0.053896065801382065","-0.053896065801382065","-0.053896065801382065"
"3681","-0.05340135097503662","-0.05340135097503662","-0.05340135097503662"
"3705","-0.05633993819355965","-0.05633993819355965","-0.05633993819355965"
"3729","-0.052482347935438156","-0.052482347935438156","-0.052482347935438156"
"3753","-0.053181182593107224","-0.053181182593107224","-0.053181182593107224"
"3777","-0.05117049440741539","-0.05117049440741539","-0.05117049440741539"
"3801","-0.0498308502137661","-0.0498308502137661","-0.0498308502137661"
"3825","-0.051340240985155106","-0.051340240985155106","-0.051340240985155106"
"3849","-0.05141143128275871","-0.05141143128275871","-0.05141143128275871"
"3873","-0.0512554906308651","-0.0512554906308651","-0.0512554906308651"
"3897","-0.05324540287256241","-0.05324540287256241","-0.05324540287256241"
"3921","-0.0559845007956028","-0.0559845007956028","-0.0559845007956028"
"3945","-0.05328144133090973","-0.05328144133090973","-0.05328144133090973"
"3969","-0.049576472491025925","-0.049576472491025925","-0.049576472491025925"
"3993","-0.05001533403992653","-0.05001533403992653","-0.05001533403992653"
"4017","-0.05176229029893875","-0.05176229029893875","-0.05176229029893875"
"4041","-0.050931546837091446","-0.050931546837091446","-0.050931546837091446"
"4065","-0.05204639956355095","-0.05204639956355095","-0.05204639956355095"
"4089","-0.05925583466887474","-0.05925583466887474","-0.05925583466887474"
"4112","-0.06357904523611069","-0.06357904523611069","-0.06357904523611069"
"4136","-0.05984488129615784","-0.05984488129615784","-0.05984488129615784"
"4160","-0.057554181665182114","-0.057554181665182114","-0.057554181665182114"
"4184","-0.05439114198088646","-0.05439114198088646","-0.05439114198088646"
"4208","-0.05517356097698212","-0.05517356097698212","-0.05517356097698212"
"4232","-0.055368877947330475","-0.055368877947330475","-0.055368877947330475"
"4256","-0.05387727543711662","-0.05387727543711662","-0.05387727543711662"
"4280","-0.054007235914468765","-0.054007235914468765","-0.054007235914468765"
"4304","-0.05333812162280083","-0.05333812162280083","-0.05333812162280083"
"4328","-0.0468042716383934","-0.0468042716383934","-0.0468042716383934"
"4352","-0.04520081356167793","-0.04520081356167793","-0.04520081356167793"
"4376","-0.044763848185539246","-0.044763848185539246","-0.044763848185539246"
"4400","-0.04494156688451767","-0.04494156688451767","-0.04494156688451767"
"4424","-0.04656876623630524","-0.04656876623630524","-0.04656876623630524"
"4448","-0.04786369577050209","-0.04786369577050209","-0.04786369577050209"
"4472","-0.0493483804166317","-0.0493483804166317","-0.0493483804166317"
"4496","-0.04611358419060707","-0.04611358419060707","-0.04611358419060707"
"4520","-0.0439283587038517","-0.0439283587038517","-0.0439283587038517"
"4543","-0.05598221719264984","-0.05598221719264984","-0.05598221719264984"
"4567","-0.04963525012135506","-0.04963525012135506","-0.04963525012135506"
"4591","-0.04753541573882103","-0.04753541573882103","-0.04753541573882103"
"4615","-0.04313008859753609","-0.04313008859753609","-0.04313008859753609"
"4639","-0.041716091334819794","-0.041716091334819794","-0.041716091334819794"
"4663","-0.05022914335131645","-0.05022914335131645","-0.05022914335131645"
"4687","-0.05502643063664436","-0.05502643063664436","-0.05502643063664436"
"4711","-0.05271974205970764","-0.05271974205970764","-0.05271974205970764"
"4735","-0.05273609608411789","-0.05273609608411789","-0.05273609608411789"
"4759","-0.04863021522760391","-0.04863021522760391","-0.04863021522760391"
"4783","-0.047430310398340225","-0.047430310398340225","-0.047430310398340225"
"4807","-0.0434136725962162","-0.0434136725962162","-0.0434136725962162"
"4831","-0.04099029302597046","-0.04099029302597046","-0.04099029302597046"
"4855","-0.03977665305137634","-0.03977665305137634","-0.03977665305137634"
"4879","-0.035078585147857666","-0.035078585147857666","-0.035078585147857666"
"4903","-0.03635320067405701","-0.03635320067405701","-0.03635320067405701"
"4927","-0.03688983619213104","-0.03688983619213104","-0.03688983619213104"
"4951","-0.036011308431625366","-0.036011308431625366","-0.036011308431625366"
"4975","-0.03441235050559044","-0.03441235050559044","-0.03441235050559044"
"4999","-0.03348651900887489","-0.03348651900887489","-0.03348651900887489"
"5023","-0.03214482590556145","-0.03214482590556145","-0.03214482590556145"
"5047","-0.03252086415886879","-0.03252086415886879","-0.03252086415886879"
"5071","-0.03818434476852417","-0.03818434476852417","-0.03818434476852417"
"5095","-0.036367375403642654","-0.036367375403642654","-0.036367375403642654"
"5119","-0.03716294839978218","-0.03716294839978218","-0.03716294839978218"
"5143","-0.03749774768948555","-0.03749774768948555","-0.03749774768948555"
"5167","-0.035441141575574875","-0.035441141575574875","-0.035441141575574875"
"5191","-0.049326103180646896","-0.049326103180646896","-0.049326103180646896"
"5215","-0.05289788171648979","-0.05289788171648979","-0.05289788171648979"
"5239","-0.04920829087495804","-0.04920829087495804","-0.04920829087495804"
"5263","-0.04631071910262108","-0.04631071910262108","-0.04631071910262108"
"5287","-0.04533012956380844","-0.04533012956380844","-0.04533012956380844"
"5311","-0.04592212289571762","-0.04592212289571762","-0.04592212289571762"
"5335","-0.04414139688014984","-0.04414139688014984","-0.04414139688014984"
"5359","-0.0442131944000721","-0.0442131944000721","-0.0442131944000721"
"5383","-0.04566628485918045","-0.04566628485918045","-0.04566628485918045"
"5407","-0.04542182758450508","-0.04542182758450508","-0.04542182758450508"
"5431","-0.0426475964486599","-0.0426475964486599","-0.0426475964486599"
"5455","-0.04243855178356171","-0.04243855178356171","-0.04243855178356171"
"5479","-0.04145713523030281","-0.04145713523030281","-0.04145713523030281"
"5503","-0.042181596159935","-0.042181596159935","-0.042181596159935"
"5527","-0.04394456744194031","-0.04394456744194031","-0.04394456744194031"
"5551","-0.044934529811143875","-0.044934529811143875","-0.044934529811143875"
"5575","-0.04689973220229149","-0.04689973220229149","-0.04689973220229149"
"5599","-0.044188596308231354","-0.044188596308231354","-0.044188596308231354"
"5623","-0.0429709330201149","-0.0429709330201149","-0.0429709330201149"
"5647","-0.04244716465473175","-0.04244716465473175","-0.04244716465473175"
"5671","-0.04221436008810997","-0.04221436008810997","-0.04221436008810997"
"5695","-0.0408657006919384","-0.0408657006919384","-0.0408657006919384"
"5719","-0.04278953745961189","-0.04278953745961189","-0.04278953745961189"
"5743","-0.04008139669895172","-0.04008139669895172","-0.04008139669895172"
"5767","-0.04198024421930313","-0.04198024421930313","-0.04198024421930313"
"5791","-0.04080595076084137","-0.04080595076084137","-0.04080595076084137"
"5815","-0.040637340396642685","-0.040637340396642685","-0.040637340396642685"
"5839","-0.03942525014281273","-0.03942525014281273","-0.03942525014281273"
"5863","-0.042622603476047516","-0.042622603476047516","-0.042622603476047516"
"5887","-0.04294006526470184","-0.04294006526470184","-0.04294006526470184"
"5911","-0.04490034654736519","-0.04490034654736519","-0.04490034654736519"
"5935","-0.04630344733595848","-0.04630344733595848","-0.04630344733595848"
"5959","-0.052832286804914474","-0.052832286804914474","-0.052832286804914474"
"5982","-0.05857839435338974","-0.05857839435338974","-0.05857839435338974"
"6005","-0.05627162754535675","-0.05627162754535675","-0.05627162754535675"
"6029","-0.05300622805953026","-0.05300622805953026","-0.05300622805953026"
"6052","-0.05598650127649307","-0.05598650127649307","-0.05598650127649307"
"6076","-0.053231459110975266","-0.053231459110975266","-0.053231459110975266"
"6100","-0.05030624940991402","-0.05030624940991402","-0.05030624940991402"
"6124","-0.045969925820827484","-0.045969925820827484","-0.045969925820827484"
"6148","-0.0432637557387352","-0.0432637557387352","-0.0432637557387352"
"6172","-0.04200313612818718","-0.04200313612818718","-0.04200313612818718"
"6196","-0.0413602776825428","-0.0413602776825428","-0.0413602776825428"
"6220","-0.036676712334156036","-0.036676712334156036","-0.036676712334156036"
"6244","-0.03629755973815918","-0.03629755973815918","-0.03629755973815918"
"6268","-0.03426627069711685","-0.03426627069711685","-0.03426627069711685"
"6292","-0.03492061421275139","-0.03492061421275139","-0.03492061421275139"
"6316","-0.03554348647594452","-0.03554348647594452","-0.03554348647594452"
"6340","-0.034668516367673874","-0.034668516367673874","-0.034668516367673874"
"6364","-0.03401051461696625","-0.03401051461696625","-0.03401051461696625"
"6388","-0.03428613767027855","-0.03428613767027855","-0.03428613767027855"
"6412","-0.03282030299305916","-0.03282030299305916","-0.03282030299305916"
"6436","-0.0332302488386631","-0.0332302488386631","-0.0332302488386631"
"6460","-0.03306910768151283","-0.03306910768151283","-0.03306910768151283"
"6484","-0.03280821442604065","-0.03280821442604065","-0.03280821442604065"
"6508","-0.03328993171453476","-0.03328993171453476","-0.03328993171453476"
"6532","-0.03663645312190056","-0.03663645312190056","-0.03663645312190056"
"6556","-0.03528734669089317","-0.03528734669089317","-0.03528734669089317"
"6580","-0.03433842584490776","-0.03433842584490776","-0.03433842584490776"
"6604","-0.03304484859108925","-0.03304484859108925","-0.03304484859108925"
"6628","-0.03307067230343819","-0.03307067230343819","-0.03307067230343819"
"6652","-0.03608384728431702","-0.03608384728431702","-0.03608384728431702"
"6676","-0.036399759352207184","-0.036399759352207184","-0.036399759352207184"
"6700","-0.04001380503177643","-0.04001380503177643","-0.04001380503177643"
"6724","-0.03876158967614174","-0.03876158967614174","-0.03876158967614174"
"6748","-0.03888309374451637","-0.03888309374451637","-0.03888309374451637"
"6772","-0.037205614149570465","-0.037205614149570465","-0.037205614149570465"
"6796","-0.034894924610853195","-0.034894924610853195","-0.034894924610853195"
"6820","-0.03431285545229912","-0.03431285545229912","-0.03431285545229912"
"6844","-0.03627206012606621","-0.03627206012606621","-0.03627206012606621"
"6868","-0.04002001881599426","-0.04002001881599426","-0.04002001881599426"
"6892","-0.04359039291739464","-0.04359039291739464","-0.04359039291739464"
"6916","-0.0413857065141201","-0.0413857065141201","-0.0413857065141201"
"6940","-0.0418330542743206","-0.0418330542743206","-0.0418330542743206"
"6964","-0.04055085778236389","-0.04055085778236389","-0.04055085778236389"
"6988","-0.04019496217370033","-0.04019496217370033","-0.04019496217370033"
"7012","-0.03833793103694916","-0.03833793103694916","-0.03833793103694916"
"7036","-0.0381745845079422","-0.0381745845079422","-0.0381745845079422"
"7060","-0.03587073087692261","-0.03587073087692261","-0.03587073087692261"
"7084","-0.036818429827690125","-0.036818429827690125","-0.036818429827690125"
"7108","-0.03727518767118454","-0.03727518767118454","-0.03727518767118454"
"7132","-0.0373564176261425","-0.0373564176261425","-0.0373564176261425"
"7156","-0.03560073673725128","-0.03560073673725128","-0.03560073673725128"
"7180","-0.03577036410570145","-0.03577036410570145","-0.03577036410570145"
"7204","-0.0371771976351738","-0.0371771976351738","-0.0371771976351738"
"7228","-0.03768346458673477","-0.03768346458673477","-0.03768346458673477"
"7252","-0.039852406829595566","-0.039852406829595566","-0.039852406829595566"
"7276","-0.03982808440923691","-0.03982808440923691","-0.03982808440923691"
"7300","-0.0393717996776104","-0.0393717996776104","-0.0393717996776104"
"7324","-0.03638076037168503","-0.03638076037168503","-0.03638076037168503"
"7348","-0.03699874132871628","-0.03699874132871628","-0.03699874132871628"
"7372","-0.03944765403866768","-0.03944765403866768","-0.03944765403866768"
"7396","-0.042854152619838715","-0.042854152619838715","-0.042854152619838715"
"7420","-0.040049657225608826","-0.040049657225608826","-0.040049657225608826"
"7444","-0.038309600204229355","-0.038309600204229355","-0.038309600204229355"
"7468","-0.035572633147239685","-0.035572633147239685","-0.035572633147239685"
"7492","-0.035310886800289154","-0.035310886800289154","-0.035310886800289154"
"7516","-0.03593965619802475","-0.03593965619802475","-0.03593965619802475"
"7540","-0.03887438774108887","-0.03887438774108887","-0.03887438774108887"
"7562","-0.07194530963897705","-0.07194530963897705","-0.07194530963897705"
"7584","-0.07251134514808655","-0.07251134514808655","-0.07251134514808655"
"7606","-0.06380479782819748","-0.06380479782819748","-0.06380479782819748"
"7630","-0.048946671187877655","-0.048946671187877655","-0.048946671187877655"
"7654","-0.04142049700021744","-0.04142049700021744","-0.04142049700021744"
"7678","-0.04052445665001869","-0.04052445665001869","-0.04052445665001869"
"7702","-0.03919451683759689","-0.03919451683759689","-0.03919451683759689"
"7726","-0.03870268911123276","-0.03870268911123276","-0.03870268911123276"
"7750","-0.038617219775915146","-0.038617219775915146","-0.038617219775915146"
"7774","-0.03863205015659332","-0.03863205015659332","-0.03863205015659332"
"7798","-0.03851540759205818","-0.03851540759205818","-0.03851540759205818"
"7822","-0.03966907784342766","-0.03966907784342766","-0.03966907784342766"
"7846","-0.040620774030685425","-0.040620774030685425","-0.040620774030685425"
"7870","-0.04111906886100769","-0.04111906886100769","-0.04111906886100769"
"7894","-0.042149536311626434","-0.042149536311626434","-0.042149536311626434"
"7918","-0.04336674138903618","-0.04336674138903618","-0.04336674138903618"
"7942","-0.04285157844424248","-0.04285157844424248","-0.04285157844424248"
"7966","-0.04209219664335251","-0.04209219664335251","-0.04209219664335251"
"7990","-0.04133452847599983","-0.04133452847599983","-0.04133452847599983"
"8014","-0.040272537618875504","-0.040272537618875504","-0.040272537618875504"
"8038","-0.04157321900129318","-0.04157321900129318","-0.04157321900129318"
"8062","-0.04147825762629509","-0.04147825762629509","-0.04147825762629509"
"8086","-0.0396711602807045","-0.0396711602807045","-0.0396711602807045"
"8110","-0.03900716081261635","-0.03900716081261635","-0.03900716081261635"
"8134","-0.039479855448007584","-0.039479855448007584","-0.039479855448007584"
"8158","-0.04007696360349655","-0.04007696360349655","-0.04007696360349655"
"8182","-0.042814042419195175","-0.042814042419195175","-0.042814042419195175"
"8206","-0.04159687086939812","-0.04159687086939812","-0.04159687086939812"
"8230","-0.040881574153900146","-0.040881574153900146","-0.040881574153900146"
"8254","-0.04051463305950165","-0.04051463305950165","-0.04051463305950165"
"8278","-0.03885354474186897","-0.03885354474186897","-0.03885354474186897"
"8302","-0.03983476758003235","-0.03983476758003235","-0.03983476758003235"
"8325","-0.047887153923511505","-0.047887153923511505","-0.047887153923511505"
"8349","-0.04253719747066498","-0.04253719747066498","-0.04253719747066498"
"8373","-0.03933700919151306","-0.03933700919151306","-0.03933700919151306"
"8397","-0.036734677851200104","-0.036734677851200104","-0.036734677851200104"
"8421","-0.03461119532585144","-0.03461119532585144","-0.03461119532585144"
"8445","-0.032730937004089355","-0.032730937004089355","-0.032730937004089355"
"8469","-0.031904783099889755","-0.031904783099889755","-0.031904783099889755"
"8493","-0.03232894465327263","-0.03232894465327263","-0.03232894465327263"
"8517","-0.03330540657043457","-0.03330540657043457","-0.03330540657043457"
"8541","-0.032774750143289566","-0.032774750143289566","-0.032774750143289566"
"8563","-0.0627770647406578","-0.0627770647406578","-0.0627770647406578"
"8585","-0.06927702575922012","-0.06927702575922012","-0.06927702575922012"
"8607","-0.06348827481269836","-0.06348827481269836","-0.06348827481269836"
"8629","-0.06601448357105255","-0.06601448357105255","-0.06601448357105255"
"8650","-0.09004606306552887","-0.09004606306552887","-0.09004606306552887"
"8671","-0.09680163115262985","-0.09680163115262985","-0.09680163115262985"
"8693","-0.08594205975532532","-0.08594205975532532","-0.08594205975532532"
"8715","-0.07400541007518768","-0.07400541007518768","-0.07400541007518768"
"8737","-0.07372535765171051","-0.07372535765171051","-0.07372535765171051"
"8759","-0.07518766820430756","-0.07518766820430756","-0.07518766820430756"
"8782","-0.05801974609494209","-0.05801974609494209","-0.05801974609494209"
"8805","-0.05886569991707802","-0.05886569991707802","-0.05886569991707802"
"8828","-0.053845833986997604","-0.053845833986997604","-0.053845833986997604"
"8851","-0.049113791435956955","-0.049113791435956955","-0.049113791435956955"
"8874","-0.05353919789195061","-0.05353919789195061","-0.05353919789195061"
"8897","-0.050530217587947845","-0.050530217587947845","-0.050530217587947845"
"8920","-0.050809986889362335","-0.050809986889362335","-0.050809986889362335"
"8943","-0.054589979350566864","-0.054589979350566864","-0.054589979350566864"
"8965","-0.0643136277794838","-0.0643136277794838","-0.0643136277794838"
"8987","-0.0637228935956955","-0.0637228935956955","-0.0637228935956955"
