"Step","obs_best_seed2/11-29_10-38 - train/stats.tracking_error","obs_best_seed2/11-29_10-38 - train/stats.tracking_error__MIN","obs_best_seed2/11-29_10-38 - train/stats.tracking_error__MAX"
"5087","-0.01824440248310566","-0.01824440248310566","-0.01824440248310566"
"5111","-0.01919805444777012","-0.01919805444777012","-0.01919805444777012"
"5135","-0.01924002543091774","-0.01924002543091774","-0.01924002543091774"
"5159","-0.018368305638432503","-0.018368305638432503","-0.018368305638432503"
"5183","-0.017722589895129204","-0.017722589895129204","-0.017722589895129204"
"5207","-0.01684783399105072","-0.01684783399105072","-0.01684783399105072"
"5231","-0.0164805818349123","-0.0164805818349123","-0.0164805818349123"
"5255","-0.01649382710456848","-0.01649382710456848","-0.01649382710456848"
"5279","-0.01580103300511837","-0.01580103300511837","-0.01580103300511837"
"5303","-0.015557333827018738","-0.015557333827018738","-0.015557333827018738"
"5327","-0.015546184033155441","-0.015546184033155441","-0.015546184033155441"
"5351","-0.015315596014261246","-0.015315596014261246","-0.015315596014261246"
"5375","-0.015492230653762817","-0.015492230653762817","-0.015492230653762817"
"5399","-0.015324658714234829","-0.015324658714234829","-0.015324658714234829"
"5423","-0.014974418096244335","-0.014974418096244335","-0.014974418096244335"
"5447","-0.014869747683405876","-0.014869747683405876","-0.014869747683405876"
"5471","-0.014468888752162457","-0.014468888752162457","-0.014468888752162457"
"5495","-0.014533156529068947","-0.014533156529068947","-0.014533156529068947"
"5520","-0.014423470944166183","-0.014423470944166183","-0.014423470944166183"
"5545","-0.014181637205183506","-0.014181637205183506","-0.014181637205183506"
"5569","-0.014163964428007603","-0.014163964428007603","-0.014163964428007603"
"5593","-0.014145934022963047","-0.014145934022963047","-0.014145934022963047"
"5617","-0.014403504319489002","-0.014403504319489002","-0.014403504319489002"
"5641","-0.014582064002752304","-0.014582064002752304","-0.014582064002752304"
"5665","-0.01430555246770382","-0.01430555246770382","-0.01430555246770382"
"5689","-0.01431542169302702","-0.01431542169302702","-0.01431542169302702"
"5713","-0.0142702991142869","-0.0142702991142869","-0.0142702991142869"
"5737","-0.014549348503351212","-0.014549348503351212","-0.014549348503351212"
"5761","-0.014708880335092545","-0.014708880335092545","-0.014708880335092545"
"5785","-0.01454714685678482","-0.01454714685678482","-0.01454714685678482"
"5809","-0.014913764782249928","-0.014913764782249928","-0.014913764782249928"
"5833","-0.015081647783517838","-0.015081647783517838","-0.015081647783517838"
"5857","-0.01475008949637413","-0.01475008949637413","-0.01475008949637413"
"5881","-0.014988972805440426","-0.014988972805440426","-0.014988972805440426"
"5905","-0.017758531495928764","-0.017758531495928764","-0.017758531495928764"
"5929","-0.0183560773730278","-0.0183560773730278","-0.0183560773730278"
"5953","-0.017798012122511864","-0.017798012122511864","-0.017798012122511864"
"5977","-0.017112968489527702","-0.017112968489527702","-0.017112968489527702"
"6001","-0.016240062192082405","-0.016240062192082405","-0.016240062192082405"
"6025","-0.016467522829771042","-0.016467522829771042","-0.016467522829771042"
"6049","-0.01625027321279049","-0.01625027321279049","-0.01625027321279049"
"6073","-0.015543073415756226","-0.015543073415756226","-0.015543073415756226"
"6097","-0.015261711552739143","-0.015261711552739143","-0.015261711552739143"
"6121","-0.017584653571248055","-0.017584653571248055","-0.017584653571248055"
"6145","-0.01843469962477684","-0.01843469962477684","-0.01843469962477684"
"6169","-0.017992258071899414","-0.017992258071899414","-0.017992258071899414"
"6193","-0.017158104106783867","-0.017158104106783867","-0.017158104106783867"
"6217","-0.02049354836344719","-0.02049354836344719","-0.02049354836344719"
"6241","-0.020986992865800858","-0.020986992865800858","-0.020986992865800858"
"6265","-0.021798064932227135","-0.021798064932227135","-0.021798064932227135"
"6289","-0.0201158095151186","-0.0201158095151186","-0.0201158095151186"
"6313","-0.01842833124101162","-0.01842833124101162","-0.01842833124101162"
"6337","-0.027612391859292984","-0.027612391859292984","-0.027612391859292984"
"6360","-0.048499803990125656","-0.048499803990125656","-0.048499803990125656"
"6383","-0.04358691722154617","-0.04358691722154617","-0.04358691722154617"
"6407","-0.03299085795879364","-0.03299085795879364","-0.03299085795879364"
"6431","-0.026986533775925636","-0.026986533775925636","-0.026986533775925636"
"6455","-0.027804354205727577","-0.027804354205727577","-0.027804354205727577"
"6479","-0.026440761983394623","-0.026440761983394623","-0.026440761983394623"
"6503","-0.025062955915927887","-0.025062955915927887","-0.025062955915927887"
"6527","-0.024792779237031937","-0.024792779237031937","-0.024792779237031937"
"6551","-0.0205845944583416","-0.0205845944583416","-0.0205845944583416"
"6575","-0.019332287833094597","-0.019332287833094597","-0.019332287833094597"
"6598","-0.02589196339249611","-0.02589196339249611","-0.02589196339249611"
"6622","-0.023397911339998245","-0.023397911339998245","-0.023397911339998245"
"6646","-0.023634226992726326","-0.023634226992726326","-0.023634226992726326"
"6670","-0.02327347733080387","-0.02327347733080387","-0.02327347733080387"
"6694","-0.022554920986294746","-0.022554920986294746","-0.022554920986294746"
"6718","-0.025263875722885132","-0.025263875722885132","-0.025263875722885132"
"6742","-0.028050191700458527","-0.028050191700458527","-0.028050191700458527"
"6766","-0.026019195094704628","-0.026019195094704628","-0.026019195094704628"
"6789","-0.03208984062075615","-0.03208984062075615","-0.03208984062075615"
"6813","-0.026741748675704002","-0.026741748675704002","-0.026741748675704002"
"6837","-0.027222082018852234","-0.027222082018852234","-0.027222082018852234"
"6861","-0.026433181017637253","-0.026433181017637253","-0.026433181017637253"
"6885","-0.03206004947423935","-0.03206004947423935","-0.03206004947423935"
"6909","-0.03134676441550255","-0.03134676441550255","-0.03134676441550255"
"6933","-0.027794405817985535","-0.027794405817985535","-0.027794405817985535"
"6957","-0.02618321031332016","-0.02618321031332016","-0.02618321031332016"
"6981","-0.023367594927549362","-0.023367594927549362","-0.023367594927549362"
"7005","-0.02224469743669033","-0.02224469743669033","-0.02224469743669033"
"7029","-0.021128574386239052","-0.021128574386239052","-0.021128574386239052"
"7053","-0.02191925048828125","-0.02191925048828125","-0.02191925048828125"
"7077","-0.02061399817466736","-0.02061399817466736","-0.02061399817466736"
"7101","-0.02185646817088127","-0.02185646817088127","-0.02185646817088127"
"7125","-0.022797828540205956","-0.022797828540205956","-0.022797828540205956"
"7149","-0.02147526666522026","-0.02147526666522026","-0.02147526666522026"
"7173","-0.023664938285946846","-0.023664938285946846","-0.023664938285946846"
"7197","-0.028308764100074768","-0.028308764100074768","-0.028308764100074768"
"7221","-0.024305516853928566","-0.024305516853928566","-0.024305516853928566"
"7245","-0.026214702054858208","-0.026214702054858208","-0.026214702054858208"
"7269","-0.02520214579999447","-0.02520214579999447","-0.02520214579999447"
