"Step","obs_critic_wot/11-28_18-05 - train/stats.tracking_error","obs_critic_wot/11-28_18-05 - train/stats.tracking_error__MIN","obs_critic_wot/11-28_18-05 - train/stats.tracking_error__MAX"
"9194","-0.06401833146810532","-0.06401833146810532","-0.06401833146810532"
"9218","-0.06507063657045364","-0.06507063657045364","-0.06507063657045364"
"9242","-0.06340516358613968","-0.06340516358613968","-0.06340516358613968"
"9266","-0.06351064145565033","-0.06351064145565033","-0.06351064145565033"
"9291","-0.0632353350520134","-0.0632353350520134","-0.0632353350520134"
"9316","-0.06336354464292526","-0.06336354464292526","-0.06336354464292526"
"9341","-0.06195036321878433","-0.06195036321878433","-0.06195036321878433"
"9366","-0.05908115580677986","-0.05908115580677986","-0.05908115580677986"
"9391","-0.05773507058620453","-0.05773507058620453","-0.05773507058620453"
"9416","-0.05884004011750221","-0.05884004011750221","-0.05884004011750221"
"9440","-0.05880941450595856","-0.05880941450595856","-0.05880941450595856"
"9464","-0.06212690472602844","-0.06212690472602844","-0.06212690472602844"
"9488","-0.06202021241188049","-0.06202021241188049","-0.06202021241188049"
"9512","-0.06150662899017334","-0.06150662899017334","-0.06150662899017334"
"9536","-0.06036040559411049","-0.06036040559411049","-0.06036040559411049"
"9560","-0.06065637990832329","-0.06065637990832329","-0.06065637990832329"
"9584","-0.06074213609099388","-0.06074213609099388","-0.06074213609099388"
"9608","-0.06025085598230362","-0.06025085598230362","-0.06025085598230362"
"9632","-0.05917951464653015","-0.05917951464653015","-0.05917951464653015"
"9656","-0.05892568454146385","-0.05892568454146385","-0.05892568454146385"
"9680","-0.05743444710969925","-0.05743444710969925","-0.05743444710969925"
"9704","-0.05576305091381073","-0.05576305091381073","-0.05576305091381073"
"9728","-0.054431743919849396","-0.054431743919849396","-0.054431743919849396"
"9752","-0.05507134646177292","-0.05507134646177292","-0.05507134646177292"
"9776","-0.055795587599277496","-0.055795587599277496","-0.055795587599277496"
"9800","-0.056995175778865814","-0.056995175778865814","-0.056995175778865814"
"9824","-0.05770862102508545","-0.05770862102508545","-0.05770862102508545"
"9848","-0.05819125846028328","-0.05819125846028328","-0.05819125846028328"
"9872","-0.059223923832178116","-0.059223923832178116","-0.059223923832178116"
"9896","-0.060586102306842804","-0.060586102306842804","-0.060586102306842804"
"9920","-0.06188938394188881","-0.06188938394188881","-0.06188938394188881"
"9944","-0.0599525161087513","-0.0599525161087513","-0.0599525161087513"
"9968","-0.056596409529447556","-0.056596409529447556","-0.056596409529447556"
"9992","-0.05752929672598839","-0.05752929672598839","-0.05752929672598839"
"10016","-0.05800449103116989","-0.05800449103116989","-0.05800449103116989"
"10041","-0.05890916660428047","-0.05890916660428047","-0.05890916660428047"
"10066","-0.06003144010901451","-0.06003144010901451","-0.06003144010901451"
"10091","-0.059295397251844406","-0.059295397251844406","-0.059295397251844406"
"10116","-0.058221396058797836","-0.058221396058797836","-0.058221396058797836"
"10141","-0.059135790914297104","-0.059135790914297104","-0.059135790914297104"
"10166","-0.05959811806678772","-0.05959811806678772","-0.05959811806678772"
"10190","-0.059990596026182175","-0.059990596026182175","-0.059990596026182175"
"10214","-0.05869037285447121","-0.05869037285447121","-0.05869037285447121"
"10238","-0.05854535102844238","-0.05854535102844238","-0.05854535102844238"
"10262","-0.05832353234291077","-0.05832353234291077","-0.05832353234291077"
"10286","-0.058312542736530304","-0.058312542736530304","-0.058312542736530304"
"10310","-0.05794879421591759","-0.05794879421591759","-0.05794879421591759"
"10334","-0.058381326496601105","-0.058381326496601105","-0.058381326496601105"
"10358","-0.05847008898854256","-0.05847008898854256","-0.05847008898854256"
"10382","-0.05809709429740906","-0.05809709429740906","-0.05809709429740906"
"10406","-0.05753602832555771","-0.05753602832555771","-0.05753602832555771"
"10430","-0.05519544705748558","-0.05519544705748558","-0.05519544705748558"
"10454","-0.05471000447869301","-0.05471000447869301","-0.05471000447869301"
"10478","-0.054066117852926254","-0.054066117852926254","-0.054066117852926254"
"10502","-0.05435666814446449","-0.05435666814446449","-0.05435666814446449"
"10526","-0.05368206650018692","-0.05368206650018692","-0.05368206650018692"
"10550","-0.05204686522483826","-0.05204686522483826","-0.05204686522483826"
"10574","-0.05225582793354988","-0.05225582793354988","-0.05225582793354988"
"10598","-0.05251573026180267","-0.05251573026180267","-0.05251573026180267"
"10622","-0.052356913685798645","-0.052356913685798645","-0.052356913685798645"
"10646","-0.052619874477386475","-0.052619874477386475","-0.052619874477386475"
"10670","-0.05383472889661789","-0.05383472889661789","-0.05383472889661789"
"10694","-0.053946603089571","-0.053946603089571","-0.053946603089571"
"10718","-0.05440962687134743","-0.05440962687134743","-0.05440962687134743"
"10742","-0.055468373000621796","-0.055468373000621796","-0.055468373000621796"
"10766","-0.055502068251371384","-0.055502068251371384","-0.055502068251371384"
"10791","-0.053983379155397415","-0.053983379155397415","-0.053983379155397415"
"10816","-0.0546545535326004","-0.0546545535326004","-0.0546545535326004"
"10841","-0.053328562527894974","-0.053328562527894974","-0.053328562527894974"
"10866","-0.053931090980768204","-0.053931090980768204","-0.053931090980768204"
"10891","-0.05531848222017288","-0.05531848222017288","-0.05531848222017288"
"10916","-0.05441434681415558","-0.05441434681415558","-0.05441434681415558"
"10940","-0.05516769737005234","-0.05516769737005234","-0.05516769737005234"
"10964","-0.056497205048799515","-0.056497205048799515","-0.056497205048799515"
"10988","-0.05590984225273132","-0.05590984225273132","-0.05590984225273132"
"11012","-0.055945102125406265","-0.055945102125406265","-0.055945102125406265"
"11036","-0.05459291860461235","-0.05459291860461235","-0.05459291860461235"
"11060","-0.053814854472875595","-0.053814854472875595","-0.053814854472875595"
"11084","-0.0527631938457489","-0.0527631938457489","-0.0527631938457489"
"11108","-0.05329251289367676","-0.05329251289367676","-0.05329251289367676"
"11132","-0.053248412907123566","-0.053248412907123566","-0.053248412907123566"
"11156","-0.05429265648126602","-0.05429265648126602","-0.05429265648126602"
"11180","-0.05574807897210121","-0.05574807897210121","-0.05574807897210121"
"11204","-0.05584556981921196","-0.05584556981921196","-0.05584556981921196"
"11228","-0.05627711862325668","-0.05627711862325668","-0.05627711862325668"
"11252","-0.05521763861179352","-0.05521763861179352","-0.05521763861179352"
"11276","-0.056276265531778336","-0.056276265531778336","-0.056276265531778336"
"11300","-0.057223547250032425","-0.057223547250032425","-0.057223547250032425"
"11324","-0.055317338556051254","-0.055317338556051254","-0.055317338556051254"
"11348","-0.055878281593322754","-0.055878281593322754","-0.055878281593322754"
"11372","-0.05668897181749344","-0.05668897181749344","-0.05668897181749344"
"11396","-0.05664108321070671","-0.05664108321070671","-0.05664108321070671"
"11420","-0.05595163628458977","-0.05595163628458977","-0.05595163628458977"
"11444","-0.05572758987545967","-0.05572758987545967","-0.05572758987545967"
"11468","-0.05505097284913063","-0.05505097284913063","-0.05505097284913063"
"11492","-0.05485717952251434","-0.05485717952251434","-0.05485717952251434"
"11516","-0.05421190336346626","-0.05421190336346626","-0.05421190336346626"
"11540","-0.05504099652171135","-0.05504099652171135","-0.05504099652171135"
"11565","-0.05366424843668938","-0.05366424843668938","-0.05366424843668938"
"11589","-0.053485795855522156","-0.053485795855522156","-0.053485795855522156"
"11614","-0.054898351430892944","-0.054898351430892944","-0.054898351430892944"
"11639","-0.054207902401685715","-0.054207902401685715","-0.054207902401685715"
"11664","-0.05504677817225456","-0.05504677817225456","-0.05504677817225456"
"11689","-0.05487917736172676","-0.05487917736172676","-0.05487917736172676"
"11713","-0.05539381876587868","-0.05539381876587868","-0.05539381876587868"
"11737","-0.05594845861196518","-0.05594845861196518","-0.05594845861196518"
"11761","-0.054362088441848755","-0.054362088441848755","-0.054362088441848755"
"11785","-0.05400058627128601","-0.05400058627128601","-0.05400058627128601"
"11809","-0.05374298617243767","-0.05374298617243767","-0.05374298617243767"
"11833","-0.053631413727998734","-0.053631413727998734","-0.053631413727998734"
"11857","-0.051990002393722534","-0.051990002393722534","-0.051990002393722534"
"11881","-0.05228397250175476","-0.05228397250175476","-0.05228397250175476"
"11905","-0.050631001591682434","-0.050631001591682434","-0.050631001591682434"
"11929","-0.05004474148154259","-0.05004474148154259","-0.05004474148154259"
"11953","-0.05129692703485489","-0.05129692703485489","-0.05129692703485489"
"11977","-0.05160481855273247","-0.05160481855273247","-0.05160481855273247"
"12001","-0.051482267677783966","-0.051482267677783966","-0.051482267677783966"
"12025","-0.051739662885665894","-0.051739662885665894","-0.051739662885665894"
"12049","-0.05233021453022957","-0.05233021453022957","-0.05233021453022957"
"12073","-0.05253288149833679","-0.05253288149833679","-0.05253288149833679"
"12097","-0.0534382127225399","-0.0534382127225399","-0.0534382127225399"
"12121","-0.054716967046260834","-0.054716967046260834","-0.054716967046260834"
"12145","-0.055338066071271896","-0.055338066071271896","-0.055338066071271896"
"12169","-0.05650923773646355","-0.05650923773646355","-0.05650923773646355"
"12193","-0.05461328104138374","-0.05461328104138374","-0.05461328104138374"
"12217","-0.05455145239830017","-0.05455145239830017","-0.05455145239830017"
"12241","-0.05565055087208748","-0.05565055087208748","-0.05565055087208748"
"12265","-0.054380398243665695","-0.054380398243665695","-0.054380398243665695"
"12289","-0.054791729897260666","-0.054791729897260666","-0.054791729897260666"
"12313","-0.05451861768960953","-0.05451861768960953","-0.05451861768960953"
"12337","-0.053696393966674805","-0.053696393966674805","-0.053696393966674805"
"12361","-0.05279428884387016","-0.05279428884387016","-0.05279428884387016"
"12386","-0.05342571809887886","-0.05342571809887886","-0.05342571809887886"
"12410","-0.055415406823158264","-0.055415406823158264","-0.055415406823158264"
"12435","-0.05382370948791504","-0.05382370948791504","-0.05382370948791504"
"12460","-0.05187142267823219","-0.05187142267823219","-0.05187142267823219"
"12485","-0.05244069918990135","-0.05244069918990135","-0.05244069918990135"
"12510","-0.05261825770139694","-0.05261825770139694","-0.05261825770139694"
"12534","-0.05197496712207794","-0.05197496712207794","-0.05197496712207794"
"12558","-0.05155964568257332","-0.05155964568257332","-0.05155964568257332"
"12582","-0.05120634287595749","-0.05120634287595749","-0.05120634287595749"
"12606","-0.05177396535873413","-0.05177396535873413","-0.05177396535873413"
"12630","-0.05122532695531845","-0.05122532695531845","-0.05122532695531845"
"12654","-0.05048685893416405","-0.05048685893416405","-0.05048685893416405"
"12678","-0.05075893923640251","-0.05075893923640251","-0.05075893923640251"
"12702","-0.05031779780983925","-0.05031779780983925","-0.05031779780983925"
"12726","-0.05113855376839638","-0.05113855376839638","-0.05113855376839638"
"12750","-0.05177372694015503","-0.05177372694015503","-0.05177372694015503"
"12774","-0.051278453320264816","-0.051278453320264816","-0.051278453320264816"
"12798","-0.05110875889658928","-0.05110875889658928","-0.05110875889658928"
"12822","-0.05195043236017227","-0.05195043236017227","-0.05195043236017227"
"12846","-0.051230594515800476","-0.051230594515800476","-0.051230594515800476"
"12870","-0.051483653485774994","-0.051483653485774994","-0.051483653485774994"
"12894","-0.05088779702782631","-0.05088779702782631","-0.05088779702782631"
"12918","-0.052610643208026886","-0.052610643208026886","-0.052610643208026886"
"12942","-0.05306316539645195","-0.05306316539645195","-0.05306316539645195"
"12966","-0.05603040009737015","-0.05603040009737015","-0.05603040009737015"
"12990","-0.0547088198363781","-0.0547088198363781","-0.0547088198363781"
"13014","-0.05524376779794693","-0.05524376779794693","-0.05524376779794693"
"13038","-0.05510449782013893","-0.05510449782013893","-0.05510449782013893"
"13062","-0.05667935684323311","-0.05667935684323311","-0.05667935684323311"
"13086","-0.05590225011110306","-0.05590225011110306","-0.05590225011110306"
"13110","-0.055398136377334595","-0.055398136377334595","-0.055398136377334595"
"13134","-0.055246394127607346","-0.055246394127607346","-0.055246394127607346"
"13158","-0.05627692490816116","-0.05627692490816116","-0.05627692490816116"
"13183","-0.05507823824882507","-0.05507823824882507","-0.05507823824882507"
"13208","-0.055410634726285934","-0.055410634726285934","-0.055410634726285934"
"13233","-0.05502483621239662","-0.05502483621239662","-0.05502483621239662"
"13258","-0.05381610989570618","-0.05381610989570618","-0.05381610989570618"
"13283","-0.05418531969189644","-0.05418531969189644","-0.05418531969189644"
"13307","-0.05565689876675606","-0.05565689876675606","-0.05565689876675606"
"13331","-0.05482514947652817","-0.05482514947652817","-0.05482514947652817"
"13355","-0.054800163954496384","-0.054800163954496384","-0.054800163954496384"
"13379","-0.05413098260760307","-0.05413098260760307","-0.05413098260760307"
"13403","-0.05423663929104805","-0.05423663929104805","-0.05423663929104805"
"13427","-0.053388506174087524","-0.053388506174087524","-0.053388506174087524"
"13451","-0.053681183606386185","-0.053681183606386185","-0.053681183606386185"
"13475","-0.05485601723194122","-0.05485601723194122","-0.05485601723194122"
"13499","-0.05473897606134415","-0.05473897606134415","-0.05473897606134415"
"13523","-0.054900579154491425","-0.054900579154491425","-0.054900579154491425"
"13547","-0.05469788983464241","-0.05469788983464241","-0.05469788983464241"
"13571","-0.05466138944029808","-0.05466138944029808","-0.05466138944029808"
"13595","-0.0565238855779171","-0.0565238855779171","-0.0565238855779171"
"13619","-0.056615330278873444","-0.056615330278873444","-0.056615330278873444"
"13643","-0.0549912303686142","-0.0549912303686142","-0.0549912303686142"
"13667","-0.05528736487030983","-0.05528736487030983","-0.05528736487030983"
"13691","-0.05444350093603134","-0.05444350093603134","-0.05444350093603134"
"13715","-0.05592833831906319","-0.05592833831906319","-0.05592833831906319"
"13739","-0.056521300226449966","-0.056521300226449966","-0.056521300226449966"
"13763","-0.057016484439373016","-0.057016484439373016","-0.057016484439373016"
