"Step","obs_add_history_seed2/12-07_01-04 - train/stats.tracking_error_xy","obs_add_history_seed2/12-07_01-04 - train/stats.tracking_error_xy__MIN","obs_add_history_seed2/12-07_01-04 - train/stats.tracking_error_xy__MAX"
"446","-0.1760043203830719","-0.1760043203830719","-0.1760043203830719"
"467","-0.14398053288459778","-0.14398053288459778","-0.14398053288459778"
"489","-0.09519117325544357","-0.09519117325544357","-0.09519117325544357"
"512","-0.0723043829202652","-0.0723043829202652","-0.0723043829202652"
"535","-0.06880023330450058","-0.06880023330450058","-0.06880023330450058"
"549","-0.11355412006378174","-0.11355412006378174","-0.11355412006378174"
"564","-0.23737198114395142","-0.23737198114395142","-0.23737198114395142"
"567","-0.22426773607730865","-0.22426773607730865","-0.22426773607730865"
"569","-0.23050814867019653","-0.23050814867019653","-0.23050814867019653"
"571","-0.2393178790807724","-0.2393178790807724","-0.2393178790807724"
"573","-0.24511943757534027","-0.24511943757534027","-0.24511943757534027"
"575","-0.2351214587688446","-0.2351214587688446","-0.2351214587688446"
"579","-0.27136820554733276","-0.27136820554733276","-0.27136820554733276"
"591","-0.2722044289112091","-0.2722044289112091","-0.2722044289112091"
"600","-0.21830913424491882","-0.21830913424491882","-0.21830913424491882"
"611","-0.2745280861854553","-0.2745280861854553","-0.2745280861854553"
"626","-0.18385371565818787","-0.18385371565818787","-0.18385371565818787"
"639","-0.2766706049442291","-0.2766706049442291","-0.2766706049442291"
"658","-0.13462471961975098","-0.13462471961975098","-0.13462471961975098"
"679","-0.11365776509046555","-0.11365776509046555","-0.11365776509046555"
"701","-0.08939658850431442","-0.08939658850431442","-0.08939658850431442"
"722","-0.11509137600660324","-0.11509137600660324","-0.11509137600660324"
"745","-0.09874501079320908","-0.09874501079320908","-0.09874501079320908"
"768","-0.08649923652410507","-0.08649923652410507","-0.08649923652410507"
"790","-0.0925813540816307","-0.0925813540816307","-0.0925813540816307"
"813","-0.0784153938293457","-0.0784153938293457","-0.0784153938293457"
"836","-0.07399281114339828","-0.07399281114339828","-0.07399281114339828"
"860","-0.06921631842851639","-0.06921631842851639","-0.06921631842851639"
"884","-0.06477449834346771","-0.06477449834346771","-0.06477449834346771"
"908","-0.061668913811445236","-0.061668913811445236","-0.061668913811445236"
"931","-0.058493420481681824","-0.058493420481681824","-0.058493420481681824"
"954","-0.07115095108747482","-0.07115095108747482","-0.07115095108747482"
"977","-0.07534981518983841","-0.07534981518983841","-0.07534981518983841"
"1001","-0.0676492378115654","-0.0676492378115654","-0.0676492378115654"
"1025","-0.06215400993824005","-0.06215400993824005","-0.06215400993824005"
"1037","-0.16716256737709045","-0.16716256737709045","-0.16716256737709045"
"1052","-0.2322210669517517","-0.2322210669517517","-0.2322210669517517"
"1063","-0.1833130121231079","-0.1833130121231079","-0.1833130121231079"
"1084","-0.14557190239429474","-0.14557190239429474","-0.14557190239429474"
"1107","-0.12475647777318954","-0.12475647777318954","-0.12475647777318954"
"1125","-0.16349256038665771","-0.16349256038665771","-0.16349256038665771"
"1143","-0.11763335019350052","-0.11763335019350052","-0.11763335019350052"
"1165","-0.10809459537267685","-0.10809459537267685","-0.10809459537267685"
"1187","-0.10225576162338257","-0.10225576162338257","-0.10225576162338257"
"1209","-0.10359061509370804","-0.10359061509370804","-0.10359061509370804"
"1231","-0.09524648636579514","-0.09524648636579514","-0.09524648636579514"
"1249","-0.13369467854499817","-0.13369467854499817","-0.13369467854499817"
"1266","-0.15169018507003784","-0.15169018507003784","-0.15169018507003784"
"1282","-0.14742957055568695","-0.14742957055568695","-0.14742957055568695"
"1299","-0.15156027674674988","-0.15156027674674988","-0.15156027674674988"
"1313","-0.14874713122844696","-0.14874713122844696","-0.14874713122844696"
"1327","-0.18259261548519135","-0.18259261548519135","-0.18259261548519135"
"1344","-0.143184632062912","-0.143184632062912","-0.143184632062912"
"1364","-0.12246546149253845","-0.12246546149253845","-0.12246546149253845"
"1385","-0.11042576283216476","-0.11042576283216476","-0.11042576283216476"
"1407","-0.10707654803991318","-0.10707654803991318","-0.10707654803991318"
"1430","-0.10492993891239166","-0.10492993891239166","-0.10492993891239166"
"1453","-0.09804325550794601","-0.09804325550794601","-0.09804325550794601"
"1475","-0.09012190252542496","-0.09012190252542496","-0.09012190252542496"
"1497","-0.08566056936979294","-0.08566056936979294","-0.08566056936979294"
"1519","-0.08209045231342316","-0.08209045231342316","-0.08209045231342316"
"1541","-0.0835113450884819","-0.0835113450884819","-0.0835113450884819"
"1553","-0.2176746129989624","-0.2176746129989624","-0.2176746129989624"
"1563","-0.2901116609573364","-0.2901116609573364","-0.2901116609573364"
"1579","-0.20244832336902618","-0.20244832336902618","-0.20244832336902618"
"1602","-0.09269590675830841","-0.09269590675830841","-0.09269590675830841"
"1625","-0.1015191599726677","-0.1015191599726677","-0.1015191599726677"
"1648","-0.08722295612096786","-0.08722295612096786","-0.08722295612096786"
"1671","-0.07628557085990906","-0.07628557085990906","-0.07628557085990906"
"1693","-0.08284150809049606","-0.08284150809049606","-0.08284150809049606"
"1716","-0.07457161694765091","-0.07457161694765091","-0.07457161694765091"
"1738","-0.07529989629983902","-0.07529989629983902","-0.07529989629983902"
"1757","-0.09738995879888535","-0.09738995879888535","-0.09738995879888535"
"1777","-0.0783080980181694","-0.0783080980181694","-0.0783080980181694"
"1796","-0.09429570287466049","-0.09429570287466049","-0.09429570287466049"
"1818","-0.06733780354261398","-0.06733780354261398","-0.06733780354261398"
"1841","-0.06150995194911957","-0.06150995194911957","-0.06150995194911957"
"1865","-0.05318039655685425","-0.05318039655685425","-0.05318039655685425"
"1888","-0.05841396749019623","-0.05841396749019623","-0.05841396749019623"
"1912","-0.05674009025096893","-0.05674009025096893","-0.05674009025096893"
"1936","-0.054971978068351746","-0.054971978068351746","-0.054971978068351746"
"1960","-0.04992189258337021","-0.04992189258337021","-0.04992189258337021"
"1982","-0.07215707004070282","-0.07215707004070282","-0.07215707004070282"
"2000","-0.16081692278385162","-0.16081692278385162","-0.16081692278385162"
"2013","-0.1609388291835785","-0.1609388291835785","-0.1609388291835785"
"2030","-0.150141641497612","-0.150141641497612","-0.150141641497612"
"2050","-0.13480854034423828","-0.13480854034423828","-0.13480854034423828"
"2071","-0.11158984154462814","-0.11158984154462814","-0.11158984154462814"
"2090","-0.1162639930844307","-0.1162639930844307","-0.1162639930844307"
"2110","-0.09334031492471695","-0.09334031492471695","-0.09334031492471695"
"2132","-0.0756412073969841","-0.0756412073969841","-0.0756412073969841"
"2155","-0.06847114115953445","-0.06847114115953445","-0.06847114115953445"
"2178","-0.06033869460225105","-0.06033869460225105","-0.06033869460225105"
"2201","-0.06423880904912949","-0.06423880904912949","-0.06423880904912949"
"2210","-0.2318992018699646","-0.2318992018699646","-0.2318992018699646"
"2220","-0.2358682006597519","-0.2358682006597519","-0.2358682006597519"
"2234","-0.21617332100868225","-0.21617332100868225","-0.21617332100868225"
"2252","-0.186776801943779","-0.186776801943779","-0.186776801943779"
"2272","-0.12024544179439545","-0.12024544179439545","-0.12024544179439545"
"2295","-0.09474580734968185","-0.09474580734968185","-0.09474580734968185"
"2319","-0.06939983367919922","-0.06939983367919922","-0.06939983367919922"
"2343","-0.06856805831193924","-0.06856805831193924","-0.06856805831193924"
"2367","-0.06241615116596222","-0.06241615116596222","-0.06241615116596222"
"2391","-0.054277680814266205","-0.054277680814266205","-0.054277680814266205"
"2415","-0.052482906728982925","-0.052482906728982925","-0.052482906728982925"
"2439","-0.047975167632102966","-0.047975167632102966","-0.047975167632102966"
"2463","-0.04714268073439598","-0.04714268073439598","-0.04714268073439598"
"2487","-0.04820761829614639","-0.04820761829614639","-0.04820761829614639"
"2511","-0.04922089725732803","-0.04922089725732803","-0.04922089725732803"
"2535","-0.05191561579704285","-0.05191561579704285","-0.05191561579704285"
"2559","-0.04745551571249962","-0.04745551571249962","-0.04745551571249962"
"2583","-0.044838473200798035","-0.044838473200798035","-0.044838473200798035"
"2607","-0.04794049635529518","-0.04794049635529518","-0.04794049635529518"
"2631","-0.04860999062657356","-0.04860999062657356","-0.04860999062657356"
"2655","-0.042953286319971085","-0.042953286319971085","-0.042953286319971085"
"2679","-0.04368019104003906","-0.04368019104003906","-0.04368019104003906"
"2703","-0.047700587660074234","-0.047700587660074234","-0.047700587660074234"
"2727","-0.04581957682967186","-0.04581957682967186","-0.04581957682967186"
"2751","-0.0483621284365654","-0.0483621284365654","-0.0483621284365654"
"2775","-0.0448383167386055","-0.0448383167386055","-0.0448383167386055"
"2799","-0.04807398095726967","-0.04807398095726967","-0.04807398095726967"
"2823","-0.05217611789703369","-0.05217611789703369","-0.05217611789703369"
"2846","-0.06139799952507019","-0.06139799952507019","-0.06139799952507019"
"2870","-0.054666753858327866","-0.054666753858327866","-0.054666753858327866"
"2894","-0.050121087580919266","-0.050121087580919266","-0.050121087580919266"
"2918","-0.046417247503995895","-0.046417247503995895","-0.046417247503995895"
"2942","-0.047894589602947235","-0.047894589602947235","-0.047894589602947235"
"2964","-0.07175581902265549","-0.07175581902265549","-0.07175581902265549"
"2987","-0.05807329714298248","-0.05807329714298248","-0.05807329714298248"
"3010","-0.05676288157701492","-0.05676288157701492","-0.05676288157701492"
"3034","-0.04857483133673668","-0.04857483133673668","-0.04857483133673668"
"3058","-0.046886324882507324","-0.046886324882507324","-0.046886324882507324"
"3082","-0.047995973378419876","-0.047995973378419876","-0.047995973378419876"
"3106","-0.04522770270705223","-0.04522770270705223","-0.04522770270705223"
"3130","-0.04614310339093208","-0.04614310339093208","-0.04614310339093208"
"3153","-0.05276906490325928","-0.05276906490325928","-0.05276906490325928"
"3175","-0.07858993113040924","-0.07858993113040924","-0.07858993113040924"
"3197","-0.09537540376186371","-0.09537540376186371","-0.09537540376186371"
"3219","-0.09359434992074966","-0.09359434992074966","-0.09359434992074966"
"3241","-0.07522043585777283","-0.07522043585777283","-0.07522043585777283"
"3263","-0.06945185363292694","-0.06945185363292694","-0.06945185363292694"
"3286","-0.05891060084104538","-0.05891060084104538","-0.05891060084104538"
"3310","-0.047909777611494064","-0.047909777611494064","-0.047909777611494064"
"3334","-0.04298911243677139","-0.04298911243677139","-0.04298911243677139"
"3357","-0.05573773384094238","-0.05573773384094238","-0.05573773384094238"
"3381","-0.05268561467528343","-0.05268561467528343","-0.05268561467528343"
"3405","-0.048795051872730255","-0.048795051872730255","-0.048795051872730255"
"3429","-0.04387279972434044","-0.04387279972434044","-0.04387279972434044"
"3453","-0.03911418095231056","-0.03911418095231056","-0.03911418095231056"
"3477","-0.0376097708940506","-0.0376097708940506","-0.0376097708940506"
"3501","-0.04168303310871124","-0.04168303310871124","-0.04168303310871124"
"3525","-0.042150530964136124","-0.042150530964136124","-0.042150530964136124"
"3549","-0.040894921869039536","-0.040894921869039536","-0.040894921869039536"
"3573","-0.040476251393556595","-0.040476251393556595","-0.040476251393556595"
"3597","-0.04144168272614479","-0.04144168272614479","-0.04144168272614479"
"3621","-0.04413352534174919","-0.04413352534174919","-0.04413352534174919"
"3645","-0.044721465557813644","-0.044721465557813644","-0.044721465557813644"
"3669","-0.04175864905118942","-0.04175864905118942","-0.04175864905118942"
"3693","-0.03839520737528801","-0.03839520737528801","-0.03839520737528801"
"3717","-0.03645763918757439","-0.03645763918757439","-0.03645763918757439"
"3741","-0.03622077405452728","-0.03622077405452728","-0.03622077405452728"
"3765","-0.04160451516509056","-0.04160451516509056","-0.04160451516509056"
"3789","-0.03779790550470352","-0.03779790550470352","-0.03779790550470352"
"3813","-0.03695971891283989","-0.03695971891283989","-0.03695971891283989"
"3837","-0.03359763324260712","-0.03359763324260712","-0.03359763324260712"
"3861","-0.03571322560310364","-0.03571322560310364","-0.03571322560310364"
"3885","-0.04015141353011131","-0.04015141353011131","-0.04015141353011131"
"3909","-0.04085885360836983","-0.04085885360836983","-0.04085885360836983"
"3933","-0.039574626833200455","-0.039574626833200455","-0.039574626833200455"
"3957","-0.033281359821558","-0.033281359821558","-0.033281359821558"
"3981","-0.03667106479406357","-0.03667106479406357","-0.03667106479406357"
"4005","-0.040617357939481735","-0.040617357939481735","-0.040617357939481735"
"4029","-0.039776481688022614","-0.039776481688022614","-0.039776481688022614"
"4053","-0.037536296993494034","-0.037536296993494034","-0.037536296993494034"
"4077","-0.03646685183048248","-0.03646685183048248","-0.03646685183048248"
"4101","-0.03785339370369911","-0.03785339370369911","-0.03785339370369911"
"4125","-0.03804502636194229","-0.03804502636194229","-0.03804502636194229"
"4149","-0.03889218717813492","-0.03889218717813492","-0.03889218717813492"
"4173","-0.03832421824336052","-0.03832421824336052","-0.03832421824336052"
"4197","-0.03567253798246384","-0.03567253798246384","-0.03567253798246384"
"4221","-0.035452701151371","-0.035452701151371","-0.035452701151371"
"4245","-0.034873444586992264","-0.034873444586992264","-0.034873444586992264"
"4269","-0.039014723151922226","-0.039014723151922226","-0.039014723151922226"
"4293","-0.035363923758268356","-0.035363923758268356","-0.035363923758268356"
"4317","-0.032041486352682114","-0.032041486352682114","-0.032041486352682114"
"4341","-0.0299568809568882","-0.0299568809568882","-0.0299568809568882"
"4365","-0.029360836371779442","-0.029360836371779442","-0.029360836371779442"
"4389","-0.031338173896074295","-0.031338173896074295","-0.031338173896074295"
"4413","-0.02935430221259594","-0.02935430221259594","-0.02935430221259594"
"4437","-0.030259283259510994","-0.030259283259510994","-0.030259283259510994"
"4461","-0.031093187630176544","-0.031093187630176544","-0.031093187630176544"
"4485","-0.030236225575208664","-0.030236225575208664","-0.030236225575208664"
"4509","-0.028537588194012642","-0.028537588194012642","-0.028537588194012642"
"4533","-0.031179051846265793","-0.031179051846265793","-0.031179051846265793"
"4557","-0.030803900212049484","-0.030803900212049484","-0.030803900212049484"
"4581","-0.03227846324443817","-0.03227846324443817","-0.03227846324443817"
"4605","-0.038003306835889816","-0.038003306835889816","-0.038003306835889816"
"4629","-0.04188600927591324","-0.04188600927591324","-0.04188600927591324"
"4652","-0.04904405027627945","-0.04904405027627945","-0.04904405027627945"
"4676","-0.04221975430846214","-0.04221975430846214","-0.04221975430846214"
"4700","-0.03846166282892227","-0.03846166282892227","-0.03846166282892227"
"4724","-0.03361832723021507","-0.03361832723021507","-0.03361832723021507"
"4748","-0.034755025058984756","-0.034755025058984756","-0.034755025058984756"
"4772","-0.03325117379426956","-0.03325117379426956","-0.03325117379426956"
"4796","-0.035210609436035156","-0.035210609436035156","-0.035210609436035156"
"4820","-0.03560717776417732","-0.03560717776417732","-0.03560717776417732"
"4844","-0.0364733450114727","-0.0364733450114727","-0.0364733450114727"
"4867","-0.05132332071661949","-0.05132332071661949","-0.05132332071661949"
"4891","-0.04727179557085037","-0.04727179557085037","-0.04727179557085037"
"4915","-0.04821842536330223","-0.04821842536330223","-0.04821842536330223"
"4939","-0.04342673346400261","-0.04342673346400261","-0.04342673346400261"
"4963","-0.03735481947660446","-0.03735481947660446","-0.03735481947660446"
"4987","-0.041490573436021805","-0.041490573436021805","-0.041490573436021805"
"5011","-0.03526692092418671","-0.03526692092418671","-0.03526692092418671"
"5035","-0.03263869136571884","-0.03263869136571884","-0.03263869136571884"
"5059","-0.032430410385131836","-0.032430410385131836","-0.032430410385131836"
"5083","-0.032935287803411484","-0.032935287803411484","-0.032935287803411484"
"5107","-0.03299689292907715","-0.03299689292907715","-0.03299689292907715"
"5131","-0.0355704128742218","-0.0355704128742218","-0.0355704128742218"
"5155","-0.03481192886829376","-0.03481192886829376","-0.03481192886829376"
"5179","-0.03354690968990326","-0.03354690968990326","-0.03354690968990326"
"5203","-0.03416743129491806","-0.03416743129491806","-0.03416743129491806"
"5227","-0.035237472504377365","-0.035237472504377365","-0.035237472504377365"
"5251","-0.03418973833322525","-0.03418973833322525","-0.03418973833322525"
"5274","-0.04431511089205742","-0.04431511089205742","-0.04431511089205742"
"5297","-0.04615689814090729","-0.04615689814090729","-0.04615689814090729"
"5321","-0.039862629026174545","-0.039862629026174545","-0.039862629026174545"
"5345","-0.03458114340901375","-0.03458114340901375","-0.03458114340901375"
"5369","-0.035921361297369","-0.035921361297369","-0.035921361297369"
"5393","-0.03790051117539406","-0.03790051117539406","-0.03790051117539406"
"5417","-0.03638577088713646","-0.03638577088713646","-0.03638577088713646"
"5441","-0.034279316663742065","-0.034279316663742065","-0.034279316663742065"
"5465","-0.038589686155319214","-0.038589686155319214","-0.038589686155319214"
"5489","-0.03484996780753136","-0.03484996780753136","-0.03484996780753136"
"5513","-0.035769496113061905","-0.035769496113061905","-0.035769496113061905"
"5537","-0.03906771168112755","-0.03906771168112755","-0.03906771168112755"
"5561","-0.038135793060064316","-0.038135793060064316","-0.038135793060064316"
"5585","-0.03764958307147026","-0.03764958307147026","-0.03764958307147026"
"5609","-0.040214426815509796","-0.040214426815509796","-0.040214426815509796"
"5633","-0.04354068264365196","-0.04354068264365196","-0.04354068264365196"
"5657","-0.03827720880508423","-0.03827720880508423","-0.03827720880508423"
"5681","-0.03576507046818733","-0.03576507046818733","-0.03576507046818733"
"5705","-0.033831994980573654","-0.033831994980573654","-0.033831994980573654"
"5729","-0.03574449196457863","-0.03574449196457863","-0.03574449196457863"
"5753","-0.041325800120830536","-0.041325800120830536","-0.041325800120830536"
"5777","-0.04251628741621971","-0.04251628741621971","-0.04251628741621971"
"5801","-0.04079365357756615","-0.04079365357756615","-0.04079365357756615"
"5825","-0.03955000638961792","-0.03955000638961792","-0.03955000638961792"
"5849","-0.041451599448919296","-0.041451599448919296","-0.041451599448919296"
"5873","-0.03671116754412651","-0.03671116754412651","-0.03671116754412651"
"5897","-0.03550771251320839","-0.03550771251320839","-0.03550771251320839"
"5921","-0.03449643403291702","-0.03449643403291702","-0.03449643403291702"
"5945","-0.03378568962216377","-0.03378568962216377","-0.03378568962216377"
"5969","-0.0328567698597908","-0.0328567698597908","-0.0328567698597908"
"5993","-0.03131050616502762","-0.03131050616502762","-0.03131050616502762"
"6017","-0.03243869170546532","-0.03243869170546532","-0.03243869170546532"
"6041","-0.032404202967882156","-0.032404202967882156","-0.032404202967882156"
"6065","-0.03094351291656494","-0.03094351291656494","-0.03094351291656494"
"6089","-0.03236931562423706","-0.03236931562423706","-0.03236931562423706"
"6113","-0.03114497847855091","-0.03114497847855091","-0.03114497847855091"
"6137","-0.030542250722646713","-0.030542250722646713","-0.030542250722646713"
"6161","-0.029657159000635147","-0.029657159000635147","-0.029657159000635147"
"6185","-0.028610117733478546","-0.028610117733478546","-0.028610117733478546"
"6209","-0.027045495808124542","-0.027045495808124542","-0.027045495808124542"
"6233","-0.02929491363465786","-0.02929491363465786","-0.02929491363465786"
"6257","-0.030297568067908287","-0.030297568067908287","-0.030297568067908287"
"6281","-0.03026304580271244","-0.03026304580271244","-0.03026304580271244"
"6305","-0.03022419847548008","-0.03022419847548008","-0.03022419847548008"
"6329","-0.029919512569904327","-0.029919512569904327","-0.029919512569904327"
"6353","-0.028602439910173416","-0.028602439910173416","-0.028602439910173416"
"6377","-0.027452776208519936","-0.027452776208519936","-0.027452776208519936"
"6401","-0.02954505756497383","-0.02954505756497383","-0.02954505756497383"
"6425","-0.028560150414705276","-0.028560150414705276","-0.028560150414705276"
"6449","-0.027125146239995956","-0.027125146239995956","-0.027125146239995956"
"6473","-0.02871827967464924","-0.02871827967464924","-0.02871827967464924"
"6497","-0.03239800035953522","-0.03239800035953522","-0.03239800035953522"
"6521","-0.02969941310584545","-0.02969941310584545","-0.02969941310584545"
"6545","-0.029651207849383354","-0.029651207849383354","-0.029651207849383354"
"6569","-0.027450932189822197","-0.027450932189822197","-0.027450932189822197"
"6593","-0.02513108029961586","-0.02513108029961586","-0.02513108029961586"
"6617","-0.028031952679157257","-0.028031952679157257","-0.028031952679157257"
"6641","-0.032518886029720306","-0.032518886029720306","-0.032518886029720306"
"6665","-0.027289198711514473","-0.027289198711514473","-0.027289198711514473"
"6689","-0.02721380814909935","-0.02721380814909935","-0.02721380814909935"
"6713","-0.02651100791990757","-0.02651100791990757","-0.02651100791990757"
"6737","-0.0269907359033823","-0.0269907359033823","-0.0269907359033823"
"6761","-0.026460176333785057","-0.026460176333785057","-0.026460176333785057"
"6785","-0.027182351797819138","-0.027182351797819138","-0.027182351797819138"
"6809","-0.027419812977313995","-0.027419812977313995","-0.027419812977313995"
"6833","-0.02597746066749096","-0.02597746066749096","-0.02597746066749096"
"6857","-0.02785191684961319","-0.02785191684961319","-0.02785191684961319"
"6881","-0.02878064475953579","-0.02878064475953579","-0.02878064475953579"
"6905","-0.029251065105199814","-0.029251065105199814","-0.029251065105199814"
"6929","-0.031804997473955154","-0.031804997473955154","-0.031804997473955154"
"6953","-0.03179994225502014","-0.03179994225502014","-0.03179994225502014"
"6977","-0.03181445226073265","-0.03181445226073265","-0.03181445226073265"
"7001","-0.02969018742442131","-0.02969018742442131","-0.02969018742442131"
"7025","-0.0330565981566906","-0.0330565981566906","-0.0330565981566906"
"7049","-0.02979016676545143","-0.02979016676545143","-0.02979016676545143"
"7073","-0.029595108702778816","-0.029595108702778816","-0.029595108702778816"
"7097","-0.027891788631677628","-0.027891788631677628","-0.027891788631677628"
"7121","-0.027464885264635086","-0.027464885264635086","-0.027464885264635086"
"7145","-0.02729698270559311","-0.02729698270559311","-0.02729698270559311"
"7169","-0.030664239078760147","-0.030664239078760147","-0.030664239078760147"
"7193","-0.031319987028837204","-0.031319987028837204","-0.031319987028837204"
"7217","-0.028200844302773476","-0.028200844302773476","-0.028200844302773476"
"7241","-0.027889104560017586","-0.027889104560017586","-0.027889104560017586"
"7265","-0.0273184422403574","-0.0273184422403574","-0.0273184422403574"
"7289","-0.024951541796326637","-0.024951541796326637","-0.024951541796326637"
"7313","-0.024493999779224396","-0.024493999779224396","-0.024493999779224396"
"7337","-0.027903230860829353","-0.027903230860829353","-0.027903230860829353"
"7361","-0.027849461883306503","-0.027849461883306503","-0.027849461883306503"
"7385","-0.028489744290709496","-0.028489744290709496","-0.028489744290709496"
"7409","-0.028052493929862976","-0.028052493929862976","-0.028052493929862976"
"7433","-0.027896393090486526","-0.027896393090486526","-0.027896393090486526"
"7457","-0.027379970997571945","-0.027379970997571945","-0.027379970997571945"
"7481","-0.026210609823465347","-0.026210609823465347","-0.026210609823465347"
"7505","-0.026118198409676552","-0.026118198409676552","-0.026118198409676552"
"7529","-0.027022037655115128","-0.027022037655115128","-0.027022037655115128"
"7553","-0.024898797273635864","-0.024898797273635864","-0.024898797273635864"
"7577","-0.025488905608654022","-0.025488905608654022","-0.025488905608654022"
"7601","-0.024831345304846764","-0.024831345304846764","-0.024831345304846764"
"7625","-0.02666560746729374","-0.02666560746729374","-0.02666560746729374"
"7649","-0.024481799453496933","-0.024481799453496933","-0.024481799453496933"
"7673","-0.02364956960082054","-0.02364956960082054","-0.02364956960082054"
"7697","-0.023295942693948746","-0.023295942693948746","-0.023295942693948746"
"7721","-0.023026002570986748","-0.023026002570986748","-0.023026002570986748"
"7745","-0.02316078543663025","-0.02316078543663025","-0.02316078543663025"
"7769","-0.02358371578156948","-0.02358371578156948","-0.02358371578156948"
"7793","-0.023445187136530876","-0.023445187136530876","-0.023445187136530876"
"7817","-0.024293411523103714","-0.024293411523103714","-0.024293411523103714"
"7841","-0.0247189998626709","-0.0247189998626709","-0.0247189998626709"
"7865","-0.0237770676612854","-0.0237770676612854","-0.0237770676612854"
"7889","-0.022491194307804108","-0.022491194307804108","-0.022491194307804108"
"7913","-0.02376682125031948","-0.02376682125031948","-0.02376682125031948"
"7937","-0.02428225241601467","-0.02428225241601467","-0.02428225241601467"
"7961","-0.02375604212284088","-0.02375604212284088","-0.02375604212284088"
"7985","-0.022805800661444664","-0.022805800661444664","-0.022805800661444664"
"8009","-0.022570619359612465","-0.022570619359612465","-0.022570619359612465"
"8033","-0.02168712578713894","-0.02168712578713894","-0.02168712578713894"
"8057","-0.02245051972568035","-0.02245051972568035","-0.02245051972568035"
"8081","-0.023773863911628723","-0.023773863911628723","-0.023773863911628723"
"8105","-0.022846655920147896","-0.022846655920147896","-0.022846655920147896"
"8129","-0.02300231158733368","-0.02300231158733368","-0.02300231158733368"
"8153","-0.024838918820023537","-0.024838918820023537","-0.024838918820023537"
"8177","-0.02582022175192833","-0.02582022175192833","-0.02582022175192833"
"8201","-0.02354266680777073","-0.02354266680777073","-0.02354266680777073"
"8225","-0.023569762706756592","-0.023569762706756592","-0.023569762706756592"
"8249","-0.022603174671530724","-0.022603174671530724","-0.022603174671530724"
"8273","-0.022729402408003807","-0.022729402408003807","-0.022729402408003807"
"8297","-0.022867878898978233","-0.022867878898978233","-0.022867878898978233"
"8321","-0.021781930699944496","-0.021781930699944496","-0.021781930699944496"
"8345","-0.022967083379626274","-0.022967083379626274","-0.022967083379626274"
"8369","-0.02603563293814659","-0.02603563293814659","-0.02603563293814659"
"8393","-0.025436576455831528","-0.025436576455831528","-0.025436576455831528"
"8417","-0.034837812185287476","-0.034837812185287476","-0.034837812185287476"
"8440","-0.04021375998854637","-0.04021375998854637","-0.04021375998854637"
"8464","-0.03357965499162674","-0.03357965499162674","-0.03357965499162674"
"8488","-0.031654082238674164","-0.031654082238674164","-0.031654082238674164"
"8512","-0.027840258553624153","-0.027840258553624153","-0.027840258553624153"
"8536","-0.024737877771258354","-0.024737877771258354","-0.024737877771258354"
"8560","-0.022405225783586502","-0.022405225783586502","-0.022405225783586502"
"8584","-0.02598678134381771","-0.02598678134381771","-0.02598678134381771"
