"Step","obs_wo_linearv/11-28_18-09 - train/stats.tracking_error","obs_wo_linearv/11-28_18-09 - train/stats.tracking_error__MIN","obs_wo_linearv/11-28_18-09 - train/stats.tracking_error__MAX"
"8369","-0.1340436190366745","-0.1340436190366745","-0.1340436190366745"
"8393","-0.13492822647094727","-0.13492822647094727","-0.13492822647094727"
"8417","-0.1353844702243805","-0.1353844702243805","-0.1353844702243805"
"8441","-0.13268204033374786","-0.13268204033374786","-0.13268204033374786"
"8465","-0.13413821160793304","-0.13413821160793304","-0.13413821160793304"
"8489","-0.13672961294651031","-0.13672961294651031","-0.13672961294651031"
"8513","-0.13559462130069733","-0.13559462130069733","-0.13559462130069733"
"8537","-0.13611572980880737","-0.13611572980880737","-0.13611572980880737"
"8561","-0.13520750403404236","-0.13520750403404236","-0.13520750403404236"
"8585","-0.14008881151676178","-0.14008881151676178","-0.14008881151676178"
"8609","-0.1368693709373474","-0.1368693709373474","-0.1368693709373474"
"8633","-0.1377786546945572","-0.1377786546945572","-0.1377786546945572"
"8657","-0.13697412610054016","-0.13697412610054016","-0.13697412610054016"
"8681","-0.13632138073444366","-0.13632138073444366","-0.13632138073444366"
"8705","-0.13589030504226685","-0.13589030504226685","-0.13589030504226685"
"8728","-0.13741418719291687","-0.13741418719291687","-0.13741418719291687"
"8752","-0.1341308057308197","-0.1341308057308197","-0.1341308057308197"
"8776","-0.13391394913196564","-0.13391394913196564","-0.13391394913196564"
"8800","-0.13176517188549042","-0.13176517188549042","-0.13176517188549042"
"8824","-0.13231755793094635","-0.13231755793094635","-0.13231755793094635"
"8848","-0.13215334713459015","-0.13215334713459015","-0.13215334713459015"
"8872","-0.13157667219638824","-0.13157667219638824","-0.13157667219638824"
"8896","-0.13389772176742554","-0.13389772176742554","-0.13389772176742554"
"8920","-0.1339290291070938","-0.1339290291070938","-0.1339290291070938"
"8944","-0.13041697442531586","-0.13041697442531586","-0.13041697442531586"
"8968","-0.1298782080411911","-0.1298782080411911","-0.1298782080411911"
"8992","-0.12728442251682281","-0.12728442251682281","-0.12728442251682281"
"9016","-0.12605531513690948","-0.12605531513690948","-0.12605531513690948"
"9039","-0.1296241581439972","-0.1296241581439972","-0.1296241581439972"
"9063","-0.12935154139995575","-0.12935154139995575","-0.12935154139995575"
"9087","-0.1293713003396988","-0.1293713003396988","-0.1293713003396988"
"9111","-0.12478673458099365","-0.12478673458099365","-0.12478673458099365"
"9135","-0.12522849440574646","-0.12522849440574646","-0.12522849440574646"
"9159","-0.12471730262041092","-0.12471730262041092","-0.12471730262041092"
"9183","-0.124522864818573","-0.124522864818573","-0.124522864818573"
"9207","-0.12305597215890884","-0.12305597215890884","-0.12305597215890884"
"9231","-0.12322528660297394","-0.12322528660297394","-0.12322528660297394"
"9255","-0.12479817867279053","-0.12479817867279053","-0.12479817867279053"
"9279","-0.12551549077033997","-0.12551549077033997","-0.12551549077033997"
"9303","-0.12594981491565704","-0.12594981491565704","-0.12594981491565704"
"9327","-0.12524022161960602","-0.12524022161960602","-0.12524022161960602"
"9351","-0.12462873756885529","-0.12462873756885529","-0.12462873756885529"
"9375","-0.12577663362026215","-0.12577663362026215","-0.12577663362026215"
"9399","-0.12363453209400177","-0.12363453209400177","-0.12363453209400177"
"9423","-0.12568026781082153","-0.12568026781082153","-0.12568026781082153"
"9447","-0.12460403889417648","-0.12460403889417648","-0.12460403889417648"
"9471","-0.12540167570114136","-0.12540167570114136","-0.12540167570114136"
"9495","-0.12529997527599335","-0.12529997527599335","-0.12529997527599335"
"9519","-0.12476440519094467","-0.12476440519094467","-0.12476440519094467"
"9543","-0.1257287561893463","-0.1257287561893463","-0.1257287561893463"
"9567","-0.12362305819988251","-0.12362305819988251","-0.12362305819988251"
"9591","-0.123507559299469","-0.123507559299469","-0.123507559299469"
"9615","-0.12347667664289474","-0.12347667664289474","-0.12347667664289474"
"9639","-0.12452566623687744","-0.12452566623687744","-0.12452566623687744"
"9663","-0.12267209589481354","-0.12267209589481354","-0.12267209589481354"
"9687","-0.12250251322984695","-0.12250251322984695","-0.12250251322984695"
"9711","-0.11955539137125015","-0.11955539137125015","-0.11955539137125015"
"9735","-0.12179587781429291","-0.12179587781429291","-0.12179587781429291"
"9759","-0.1210615485906601","-0.1210615485906601","-0.1210615485906601"
"9782","-0.12254094332456589","-0.12254094332456589","-0.12254094332456589"
"9806","-0.12060127407312393","-0.12060127407312393","-0.12060127407312393"
"9830","-0.12011535465717316","-0.12011535465717316","-0.12011535465717316"
"9854","-0.1188119649887085","-0.1188119649887085","-0.1188119649887085"
"9878","-0.1216983050107956","-0.1216983050107956","-0.1216983050107956"
"9902","-0.11842721700668335","-0.11842721700668335","-0.11842721700668335"
"9926","-0.11887780576944351","-0.11887780576944351","-0.11887780576944351"
"9950","-0.1176341325044632","-0.1176341325044632","-0.1176341325044632"
"9974","-0.11747472733259201","-0.11747472733259201","-0.11747472733259201"
"9998","-0.1184442788362503","-0.1184442788362503","-0.1184442788362503"
"10022","-0.11969982832670212","-0.11969982832670212","-0.11969982832670212"
"10046","-0.11928004026412964","-0.11928004026412964","-0.11928004026412964"
"10070","-0.12090741097927094","-0.12090741097927094","-0.12090741097927094"
"10094","-0.11926904320716858","-0.11926904320716858","-0.11926904320716858"
"10118","-0.1198287084698677","-0.1198287084698677","-0.1198287084698677"
"10142","-0.12088347226381302","-0.12088347226381302","-0.12088347226381302"
"10166","-0.12109668552875519","-0.12109668552875519","-0.12109668552875519"
"10190","-0.12117249518632889","-0.12117249518632889","-0.12117249518632889"
"10214","-0.12063056230545044","-0.12063056230545044","-0.12063056230545044"
"10238","-0.11818332225084305","-0.11818332225084305","-0.11818332225084305"
"10262","-0.1162182092666626","-0.1162182092666626","-0.1162182092666626"
"10286","-0.11781922727823257","-0.11781922727823257","-0.11781922727823257"
"10310","-0.11601579189300537","-0.11601579189300537","-0.11601579189300537"
"10334","-0.11498764902353287","-0.11498764902353287","-0.11498764902353287"
"10358","-0.11325480788946152","-0.11325480788946152","-0.11325480788946152"
"10382","-0.11220467835664749","-0.11220467835664749","-0.11220467835664749"
"10406","-0.11396279186010361","-0.11396279186010361","-0.11396279186010361"
"10430","-0.11380528658628464","-0.11380528658628464","-0.11380528658628464"
"10454","-0.11371387541294098","-0.11371387541294098","-0.11371387541294098"
"10478","-0.1126377135515213","-0.1126377135515213","-0.1126377135515213"
"10502","-0.11418977379798889","-0.11418977379798889","-0.11418977379798889"
"10526","-0.11462192982435226","-0.11462192982435226","-0.11462192982435226"
"10550","-0.112983338534832","-0.112983338534832","-0.112983338534832"
"10574","-0.11324245482683182","-0.11324245482683182","-0.11324245482683182"
"10598","-0.11448705196380615","-0.11448705196380615","-0.11448705196380615"
"10622","-0.112610824406147","-0.112610824406147","-0.112610824406147"
"10646","-0.11158130317926407","-0.11158130317926407","-0.11158130317926407"
"10670","-0.11159048229455948","-0.11159048229455948","-0.11159048229455948"
"10694","-0.11381981521844864","-0.11381981521844864","-0.11381981521844864"
"10718","-0.11358261108398438","-0.11358261108398438","-0.11358261108398438"
"10742","-0.11251996457576752","-0.11251996457576752","-0.11251996457576752"
"10766","-0.11010589450597763","-0.11010589450597763","-0.11010589450597763"
"10790","-0.11160191148519516","-0.11160191148519516","-0.11160191148519516"
"10814","-0.1103469505906105","-0.1103469505906105","-0.1103469505906105"
"10838","-0.10893740504980087","-0.10893740504980087","-0.10893740504980087"
"10862","-0.10864223539829254","-0.10864223539829254","-0.10864223539829254"
"10886","-0.11204244941473007","-0.11204244941473007","-0.11204244941473007"
"10910","-0.11273523420095444","-0.11273523420095444","-0.11273523420095444"
"10934","-0.10993650555610657","-0.10993650555610657","-0.10993650555610657"
"10958","-0.1084325909614563","-0.1084325909614563","-0.1084325909614563"
"10982","-0.10982464998960495","-0.10982464998960495","-0.10982464998960495"
"11006","-0.1055176705121994","-0.1055176705121994","-0.1055176705121994"
"11030","-0.10993693768978119","-0.10993693768978119","-0.10993693768978119"
"11054","-0.11001285165548325","-0.11001285165548325","-0.11001285165548325"
"11078","-0.11021553725004196","-0.11021553725004196","-0.11021553725004196"
"11102","-0.1100391149520874","-0.1100391149520874","-0.1100391149520874"
"11126","-0.10634469240903854","-0.10634469240903854","-0.10634469240903854"
"11150","-0.11038513481616974","-0.11038513481616974","-0.11038513481616974"
"11174","-0.10794196277856827","-0.10794196277856827","-0.10794196277856827"
"11198","-0.10566805303096771","-0.10566805303096771","-0.10566805303096771"
"11222","-0.10215950012207031","-0.10215950012207031","-0.10215950012207031"
"11246","-0.10548972338438034","-0.10548972338438034","-0.10548972338438034"
"11270","-0.10456713289022446","-0.10456713289022446","-0.10456713289022446"
"11294","-0.10399934649467468","-0.10399934649467468","-0.10399934649467468"
"11318","-0.10371821373701096","-0.10371821373701096","-0.10371821373701096"
"11342","-0.10404935479164124","-0.10404935479164124","-0.10404935479164124"
"11366","-0.10533348470926285","-0.10533348470926285","-0.10533348470926285"
"11390","-0.10648605227470398","-0.10648605227470398","-0.10648605227470398"
"11414","-0.1042400449514389","-0.1042400449514389","-0.1042400449514389"
"11438","-0.10600605607032776","-0.10600605607032776","-0.10600605607032776"
"11462","-0.10589476674795151","-0.10589476674795151","-0.10589476674795151"
"11486","-0.1049075499176979","-0.1049075499176979","-0.1049075499176979"
"11510","-0.1076059490442276","-0.1076059490442276","-0.1076059490442276"
"11534","-0.10531088709831238","-0.10531088709831238","-0.10531088709831238"
"11558","-0.10284841060638428","-0.10284841060638428","-0.10284841060638428"
"11582","-0.10552559792995453","-0.10552559792995453","-0.10552559792995453"
"11606","-0.10519161075353622","-0.10519161075353622","-0.10519161075353622"
"11630","-0.10574325919151306","-0.10574325919151306","-0.10574325919151306"
"11654","-0.10420633852481842","-0.10420633852481842","-0.10420633852481842"
"11678","-0.10436498373746872","-0.10436498373746872","-0.10436498373746872"
"11702","-0.1045541912317276","-0.1045541912317276","-0.1045541912317276"
"11726","-0.10347920656204224","-0.10347920656204224","-0.10347920656204224"
"11750","-0.10651089996099472","-0.10651089996099472","-0.10651089996099472"
"11774","-0.10263251513242722","-0.10263251513242722","-0.10263251513242722"
"11798","-0.10317231714725494","-0.10317231714725494","-0.10317231714725494"
"11822","-0.1029033213853836","-0.1029033213853836","-0.1029033213853836"
"11846","-0.10210862010717392","-0.10210862010717392","-0.10210862010717392"
"11870","-0.11030243337154388","-0.11030243337154388","-0.11030243337154388"
"11894","-0.11153930425643921","-0.11153930425643921","-0.11153930425643921"
"11918","-0.11338141560554504","-0.11338141560554504","-0.11338141560554504"
"11942","-0.11139225214719772","-0.11139225214719772","-0.11139225214719772"
"11966","-0.10712876915931702","-0.10712876915931702","-0.10712876915931702"
"11990","-0.1063493937253952","-0.1063493937253952","-0.1063493937253952"
"12014","-0.1054077297449112","-0.1054077297449112","-0.1054077297449112"
"12038","-0.10545578598976135","-0.10545578598976135","-0.10545578598976135"
"12062","-0.1020401120185852","-0.1020401120185852","-0.1020401120185852"
"12086","-0.10110853612422943","-0.10110853612422943","-0.10110853612422943"
"12110","-0.1022074893116951","-0.1022074893116951","-0.1022074893116951"
"12134","-0.10174151510000229","-0.10174151510000229","-0.10174151510000229"
"12158","-0.10206326842308044","-0.10206326842308044","-0.10206326842308044"
"12182","-0.10093669593334198","-0.10093669593334198","-0.10093669593334198"
"12206","-0.10187571495771408","-0.10187571495771408","-0.10187571495771408"
"12230","-0.09913060814142227","-0.09913060814142227","-0.09913060814142227"
"12254","-0.10298606008291245","-0.10298606008291245","-0.10298606008291245"
"12278","-0.1024717316031456","-0.1024717316031456","-0.1024717316031456"
"12302","-0.10149694234132767","-0.10149694234132767","-0.10149694234132767"
"12326","-0.09803495556116104","-0.09803495556116104","-0.09803495556116104"
"12350","-0.09850061684846878","-0.09850061684846878","-0.09850061684846878"
"12374","-0.09831643104553223","-0.09831643104553223","-0.09831643104553223"
"12398","-0.09720660746097565","-0.09720660746097565","-0.09720660746097565"
"12422","-0.0959412232041359","-0.0959412232041359","-0.0959412232041359"
"12446","-0.09729848057031631","-0.09729848057031631","-0.09729848057031631"
"12470","-0.09862170368432999","-0.09862170368432999","-0.09862170368432999"
"12494","-0.09650538861751556","-0.09650538861751556","-0.09650538861751556"
"12518","-0.09556324034929276","-0.09556324034929276","-0.09556324034929276"
"12542","-0.09554795175790787","-0.09554795175790787","-0.09554795175790787"
"12566","-0.09522669017314911","-0.09522669017314911","-0.09522669017314911"
"12590","-0.09637653827667236","-0.09637653827667236","-0.09637653827667236"
"12614","-0.09892608970403671","-0.09892608970403671","-0.09892608970403671"
"12638","-0.09712575376033783","-0.09712575376033783","-0.09712575376033783"
"12662","-0.09797151386737823","-0.09797151386737823","-0.09797151386737823"
"12686","-0.09859767556190491","-0.09859767556190491","-0.09859767556190491"
"12710","-0.09860207885503769","-0.09860207885503769","-0.09860207885503769"
"12734","-0.09742256253957748","-0.09742256253957748","-0.09742256253957748"
"12758","-0.09357203543186188","-0.09357203543186188","-0.09357203543186188"
"12782","-0.0929284393787384","-0.0929284393787384","-0.0929284393787384"
"12806","-0.09216343611478806","-0.09216343611478806","-0.09216343611478806"
"12830","-0.09648530930280685","-0.09648530930280685","-0.09648530930280685"
"12854","-0.09503939747810364","-0.09503939747810364","-0.09503939747810364"
"12878","-0.09409651160240173","-0.09409651160240173","-0.09409651160240173"
"12902","-0.0934218317270279","-0.0934218317270279","-0.0934218317270279"
"12926","-0.09500081837177277","-0.09500081837177277","-0.09500081837177277"
"12950","-0.09545829147100449","-0.09545829147100449","-0.09545829147100449"
"12974","-0.09763934463262558","-0.09763934463262558","-0.09763934463262558"
"12998","-0.09724684804677963","-0.09724684804677963","-0.09724684804677963"
"13022","-0.09609673172235489","-0.09609673172235489","-0.09609673172235489"
"13046","-0.09735964238643646","-0.09735964238643646","-0.09735964238643646"
"13070","-0.09484720230102539","-0.09484720230102539","-0.09484720230102539"
"13094","-0.09497349709272385","-0.09497349709272385","-0.09497349709272385"
"13118","-0.09622709453105927","-0.09622709453105927","-0.09622709453105927"
"13142","-0.0964115560054779","-0.0964115560054779","-0.0964115560054779"
"13166","-0.09700270742177963","-0.09700270742177963","-0.09700270742177963"
"13190","-0.09590483456850052","-0.09590483456850052","-0.09590483456850052"
"13214","-0.09757260978221893","-0.09757260978221893","-0.09757260978221893"
"13238","-0.09683362394571304","-0.09683362394571304","-0.09683362394571304"
"13262","-0.09382981806993484","-0.09382981806993484","-0.09382981806993484"
"13286","-0.09653712809085846","-0.09653712809085846","-0.09653712809085846"
"13310","-0.09415809065103531","-0.09415809065103531","-0.09415809065103531"
"13334","-0.09401639550924301","-0.09401639550924301","-0.09401639550924301"
"13358","-0.0956701934337616","-0.0956701934337616","-0.0956701934337616"
"13382","-0.09412144124507904","-0.09412144124507904","-0.09412144124507904"
"13406","-0.09356585144996643","-0.09356585144996643","-0.09356585144996643"
"13430","-0.09303604066371918","-0.09303604066371918","-0.09303604066371918"
"13454","-0.09453209489583969","-0.09453209489583969","-0.09453209489583969"
"13478","-0.09305495023727417","-0.09305495023727417","-0.09305495023727417"
"13502","-0.09264535456895828","-0.09264535456895828","-0.09264535456895828"
"13526","-0.09088453650474548","-0.09088453650474548","-0.09088453650474548"
"13550","-0.09118557721376419","-0.09118557721376419","-0.09118557721376419"
"13574","-0.09976749122142792","-0.09976749122142792","-0.09976749122142792"
"13598","-0.10468070954084396","-0.10468070954084396","-0.10468070954084396"
"13622","-0.10197757184505463","-0.10197757184505463","-0.10197757184505463"
"13646","-0.10019736737012863","-0.10019736737012863","-0.10019736737012863"
"13670","-0.10061059892177582","-0.10061059892177582","-0.10061059892177582"
"13694","-0.10004051774740219","-0.10004051774740219","-0.10004051774740219"
"13718","-0.09835752844810486","-0.09835752844810486","-0.09835752844810486"
"13742","-0.09793294966220856","-0.09793294966220856","-0.09793294966220856"
"13766","-0.1003851667046547","-0.1003851667046547","-0.1003851667046547"
"13790","-0.10235405713319778","-0.10235405713319778","-0.10235405713319778"
"13814","-0.09976497292518616","-0.09976497292518616","-0.09976497292518616"
"13838","-0.0975327342748642","-0.0975327342748642","-0.0975327342748642"
"13862","-0.09429307281970978","-0.09429307281970978","-0.09429307281970978"
"13886","-0.09395629167556763","-0.09395629167556763","-0.09395629167556763"
"13910","-0.09274951368570328","-0.09274951368570328","-0.09274951368570328"
"13934","-0.09458795934915543","-0.09458795934915543","-0.09458795934915543"
"13958","-0.09362003207206726","-0.09362003207206726","-0.09362003207206726"
"13982","-0.09304216504096985","-0.09304216504096985","-0.09304216504096985"
"14006","-0.09168844670057297","-0.09168844670057297","-0.09168844670057297"
"14030","-0.09101530909538269","-0.09101530909538269","-0.09101530909538269"
"14054","-0.09243164211511612","-0.09243164211511612","-0.09243164211511612"
"14078","-0.09112712740898132","-0.09112712740898132","-0.09112712740898132"
"14102","-0.09170138090848923","-0.09170138090848923","-0.09170138090848923"
"14126","-0.09100235998630524","-0.09100235998630524","-0.09100235998630524"
"14150","-0.0909876599907875","-0.0909876599907875","-0.0909876599907875"
"14174","-0.09168640524148941","-0.09168640524148941","-0.09168640524148941"
"14198","-0.08954513072967529","-0.08954513072967529","-0.08954513072967529"
"14222","-0.0921337902545929","-0.0921337902545929","-0.0921337902545929"
"14246","-0.08952075242996216","-0.08952075242996216","-0.08952075242996216"
"14270","-0.09205426275730133","-0.09205426275730133","-0.09205426275730133"
"14294","-0.09201203286647797","-0.09201203286647797","-0.09201203286647797"
"14318","-0.09111089259386063","-0.09111089259386063","-0.09111089259386063"
"14342","-0.08983741700649261","-0.08983741700649261","-0.08983741700649261"
"14366","-0.08892478793859482","-0.08892478793859482","-0.08892478793859482"
"14390","-0.08702022582292557","-0.08702022582292557","-0.08702022582292557"
"14414","-0.0869336724281311","-0.0869336724281311","-0.0869336724281311"
"14438","-0.08815283328294754","-0.08815283328294754","-0.08815283328294754"
"14462","-0.08930166810750961","-0.08930166810750961","-0.08930166810750961"
"14486","-0.09017128497362137","-0.09017128497362137","-0.09017128497362137"
"14510","-0.0885743722319603","-0.0885743722319603","-0.0885743722319603"
"14534","-0.08749516308307648","-0.08749516308307648","-0.08749516308307648"
"14558","-0.08544456213712692","-0.08544456213712692","-0.08544456213712692"
"14582","-0.08426416665315628","-0.08426416665315628","-0.08426416665315628"
"14606","-0.08642205595970154","-0.08642205595970154","-0.08642205595970154"
"14630","-0.08612053841352463","-0.08612053841352463","-0.08612053841352463"
"14654","-0.08412076532840729","-0.08412076532840729","-0.08412076532840729"
"14678","-0.08501224964857101","-0.08501224964857101","-0.08501224964857101"
"14702","-0.08494750410318375","-0.08494750410318375","-0.08494750410318375"
"14726","-0.08604229241609573","-0.08604229241609573","-0.08604229241609573"
"14750","-0.08479786664247513","-0.08479786664247513","-0.08479786664247513"
"14774","-0.08417941629886627","-0.08417941629886627","-0.08417941629886627"
"14798","-0.08442746847867966","-0.08442746847867966","-0.08442746847867966"
"14822","-0.08216429501771927","-0.08216429501771927","-0.08216429501771927"
"14846","-0.08259665220975876","-0.08259665220975876","-0.08259665220975876"
"14870","-0.08365964889526367","-0.08365964889526367","-0.08365964889526367"
"14894","-0.08271922171115875","-0.08271922171115875","-0.08271922171115875"
"14918","-0.0820053368806839","-0.0820053368806839","-0.0820053368806839"
"14942","-0.08306314796209335","-0.08306314796209335","-0.08306314796209335"
"14966","-0.08661326766014099","-0.08661326766014099","-0.08661326766014099"
"14990","-0.08422800153493881","-0.08422800153493881","-0.08422800153493881"
"15014","-0.08481751382350922","-0.08481751382350922","-0.08481751382350922"
"15038","-0.08450498431921005","-0.08450498431921005","-0.08450498431921005"
"15062","-0.08530008047819138","-0.08530008047819138","-0.08530008047819138"
"15086","-0.08427002280950546","-0.08427002280950546","-0.08427002280950546"
"15110","-0.08531781286001205","-0.08531781286001205","-0.08531781286001205"
"15134","-0.08592194318771362","-0.08592194318771362","-0.08592194318771362"
"15158","-0.08509162813425064","-0.08509162813425064","-0.08509162813425064"
"15182","-0.08523283153772354","-0.08523283153772354","-0.08523283153772354"
"15206","-0.08465214818716049","-0.08465214818716049","-0.08465214818716049"
"15230","-0.08472134917974472","-0.08472134917974472","-0.08472134917974472"
"15254","-0.08524368703365326","-0.08524368703365326","-0.08524368703365326"
"15278","-0.08347662538290024","-0.08347662538290024","-0.08347662538290024"
"15302","-0.08312353491783142","-0.08312353491783142","-0.08312353491783142"
"15326","-0.08293469995260239","-0.08293469995260239","-0.08293469995260239"
"15350","-0.08131249994039536","-0.08131249994039536","-0.08131249994039536"
"15374","-0.08377403765916824","-0.08377403765916824","-0.08377403765916824"
"15398","-0.08361753821372986","-0.08361753821372986","-0.08361753821372986"
"15422","-0.08351490646600723","-0.08351490646600723","-0.08351490646600723"
"15446","-0.08333524316549301","-0.08333524316549301","-0.08333524316549301"
"15470","-0.08357501775026321","-0.08357501775026321","-0.08357501775026321"
"15494","-0.08368109166622162","-0.08368109166622162","-0.08368109166622162"
"15518","-0.0858599916100502","-0.0858599916100502","-0.0858599916100502"
"15542","-0.0857924371957779","-0.0857924371957779","-0.0857924371957779"
"15566","-0.0871247798204422","-0.0871247798204422","-0.0871247798204422"
"15590","-0.0855504721403122","-0.0855504721403122","-0.0855504721403122"
"15614","-0.08277702331542969","-0.08277702331542969","-0.08277702331542969"
"15638","-0.08320564031600952","-0.08320564031600952","-0.08320564031600952"
"15662","-0.08248903602361679","-0.08248903602361679","-0.08248903602361679"
"15686","-0.08238284289836884","-0.08238284289836884","-0.08238284289836884"
"15710","-0.08355855196714401","-0.08355855196714401","-0.08355855196714401"
"15734","-0.08432209491729736","-0.08432209491729736","-0.08432209491729736"
"15758","-0.08389845490455627","-0.08389845490455627","-0.08389845490455627"
"15782","-0.08344372361898422","-0.08344372361898422","-0.08344372361898422"
