real_rate.time,real_rate.r,real_rate.p,real_rate.y,real_rate.thrust,target_rate.time,target_rate.r,target_rate.p,target_rate.y,target_rate.thrust
1730367777438013436,-0.00013856541772838682,-0.0019948419649153948,-0.0004996929783374071,0.0,1730367777439063633,0.7232340574264526,5.687859535217285,770.7338256835938,0.0
1730367777447753113,-0.000374025315977633,-0.0005505571607500315,-0.00022273781360127032,0.0,1730367777449163602,0.7263426184654236,5.692473411560059,771.1318359375,0.0
1730367777459998053,0.001068203360773623,0.0017140799900516868,-0.00046524780918844044,0.0,1730367777463069044,0.7269363403320312,5.705063819885254,771.4102172851562,0.0
1730367777467511831,0.0023227049969136715,0.0037031294777989388,0.0019670911133289337,0.0,1730367777469885182,0.72748202085495,5.694227695465088,770.6919555664062,0.0
1730367777478201631,-0.0016741453437134624,-0.001532076159492135,-0.001002994365990162,0.0,1730367777480755655,0.726078450679779,5.693337917327881,770.8308715820312,0.0
1730367777487288026,-0.001813161768950522,-0.003420236287638545,-0.0018110013334080577,0.0,1730367777488231594,0.7306382656097412,5.703214168548584,771.1737670898438,0.0
1730367777497590945,-0.0034103957004845142,0.0002988888300023973,0.001244966173544526,0.0,1730367777498462940,0.7329164743423462,5.710996150970459,770.420166015625,0.0
1730367777507399038,-0.0018623918294906616,-0.003160482970997691,-0.003732245182618499,0.0,1730367777508727491,0.7373728156089783,5.706296443939209,769.6285400390625,0.0
1730367777518852562,-0.0046493131667375565,-0.001335967448540032,0.004754007328301668,0.0,1730367777520005518,0.7462241053581238,5.718451023101807,770.107421875,0.0
1730367777527303314,0.002202442614361644,-0.0033438100945204496,0.0024699734058231115,0.0,1730367777528382087,0.7554455995559692,5.720851898193359,770.1873779296875,0.0
1730367777537206206,-0.00091678457101807,-0.0006307262228801847,-0.002358607714995742,0.0,1730367777538190745,0.7467479109764099,5.717805862426758,769.390625,0.0
1730367777547222910,0.0003909181396011263,0.0016177521320059896,-0.00019501995120663196,0.0,1730367777550205399,0.7629420757293701,5.71193265914917,769.897705078125,0.0
1730367777557409388,0.00041997653897851706,-0.002277368912473321,-0.0010229554027318954,0.0,1730367777559965035,0.765144407749176,5.699768543243408,769.0026245117188,0.0
1730367777569318563,0.0033905168529599905,0.0013521717628464103,-0.0005334247834980488,0.0,1730367777570411948,0.7621326446533203,5.690990924835205,768.3099975585938,0.0
1730367777576996043,0.0017113611102104187,0.003622198710218072,0.001593465218320489,0.0,1730367777579581909,0.7574023008346558,5.695132255554199,768.4736938476562,0.0
1730367777587162430,0.0014350255951285362,0.00505396444350481,-0.0017536390805616975,0.0,1730367777589245789,0.753347635269165,5.6928582191467285,768.5317993164062,0.0
1730367777599011781,-0.002063171239569783,0.0038657651748508215,-0.0013969625579193234,0.0,1730367777600254290,0.7503498196601868,5.68909215927124,768.8218994140625,0.0
1730367777608830759,-0.0026826574467122555,0.0003773425705730915,0.001074134255759418,0.0,1730367777609967415,0.7531944513320923,5.678332805633545,769.204345703125,0.0
1730367777618429106,-0.002864558482542634,0.006297909654676914,-0.0019098661141470075,0.0,1730367777619676614,0.769278347492218,5.674449920654297,769.3568115234375,0.0
1730367777627136574,-0.0030035730451345444,-0.001514132134616375,-0.0028304497245699167,0.0,1730367777629360509,0.7737230062484741,5.660283088684082,768.7298583984375,0.0
1730367777638765903,0.003310419386252761,0.0029033299069851637,-0.0021013636142015457,0.0,1730367777640915988,0.7765635251998901,5.6619462966918945,767.8579711914062,0.0
1730367777648211224,0.0004470020066946745,-0.0041489372961223125,0.001821971614845097,0.0,1730367777649695071,0.7719915509223938,5.6737542152404785,769.1827392578125,0.0
1730367777657334577,0.0006693620816804469,0.0005980900023132563,-0.0008222613832913339,0.0,1730367777658578708,0.7734514474868774,5.674078941345215,768.3258666992188,0.0
1730367777666626129,0.0054566385224461555,-0.002574608661234379,0.0013201881665736437,0.0,1730367777668274990,0.7727845311164856,5.6788225173950195,768.4472045898438,0.0
1730367777676848241,0.0003266609855927527,-0.004527020268142223,-0.0011940815020352602,0.0,1730367777678544336,0.758826732635498,5.691383361816406,768.447265625,0.0
1730367777686907640,0.00015630977577529848,0.001268375082872808,0.0005312933935783803,0.0,1730367777687997484,0.7617067098617554,5.697633743286133,768.6864624023438,0.0
1730367777697895401,-0.0012101593893021345,-0.0007014251896180212,-0.00021432865469250828,0.0,1730367777699800872,0.7520317435264587,5.7033467292785645,768.9337768554688,0.0
1730367777707016890,-0.0014400321524590254,-0.0007754946709610522,0.0018235370516777039,0.0,1730367777708528519,0.7534980773925781,5.709408283233643,769.0133666992188,0.0
1730367777717367938,0.0018541259923949838,0.00045142139424569905,0.0018940181471407413,0.0,1730367777718741893,0.757606029510498,5.715046405792236,769.0269165039062,0.0
1730367777728581692,0.00011763355723815039,-0.003037662012502551,-0.0016962484223768115,0.0,1730367777730847176,0.7457636594772339,5.716304779052734,769.2042236328125,0.0
1730367777737470844,-0.002710810163989663,0.0025827866047620773,0.0007079087081365287,0.0,1730367777738302361,0.733586847782135,5.719639301300049,769.5848388671875,0.0
1730367777747414739,-0.0029462738893926144,-0.0005730586708523333,-0.0028524904046207666,0.0,1730367777748410211,0.7373100519180298,5.706963539123535,769.8499145507812,0.0
1730367777757366994,0.0006872772937640548,-0.003783186199143529,-0.0019901858177036047,0.0,1730367777757988747,0.7352839112281799,5.70399284362793,770.1640014648438,0.0
1730367777768080295,-0.00023818192130420357,-0.001503744162619114,0.0007731767254881561,0.0,1730367777769174503,0.7332249879837036,5.715332984924316,770.5606079101562,0.0
