real_rate.time,real_rate.r,real_rate.p,real_rate.y,real_rate.thrust,target_rate.time,target_rate.r,target_rate.p,target_rate.y,target_rate.thrust
1730196640126903842,-0.0014859159709885716,-0.00429408298805356,-0.0019682287238538265,0.0,1730196640129518561,3.631955146789551,4.618584632873535,-1158.576416015625,0.0
1730196640137424131,0.0015929912915453315,0.00466939527541399,0.0029518043156713247,0.0,1730196640138593069,3.630358934402466,4.615143775939941,-1159.228759765625,0.0
1730196640146782598,-0.005885673686861992,-4.529209763859399e-05,-0.0017403262900188565,0.0,1730196640148037258,3.635920524597168,4.614058017730713,-1159.879638671875,0.0
1730196640155780407,-0.0005355862667784095,-0.004427695646882057,0.0015582982450723648,0.0,1730196640158133725,3.6425983905792236,4.607114791870117,-1160.2720947265625,0.0
1730196640166637666,-0.003319880459457636,-0.00017571171338204294,-0.005955159664154053,0.0,1730196640168216545,3.6532771587371826,4.614078998565674,-1160.6807861328125,0.0
1730196640175407354,-0.0011212676763534546,0.000606023648288101,0.0011363698868080974,0.0,1730196640177836479,3.6605277061462402,4.610237121582031,-1160.7186279296875,0.0
1730196640186856580,-0.0009920228039845824,0.00393816689029336,-0.007854403927922249,0.0,1730196640188507544,3.6579792499542236,4.607356071472168,-1161.1690673828125,0.0
1730196640195697850,-0.0027560514863580465,-0.001562862191349268,0.004467458464205265,0.0,1730196640198926777,3.6461033821105957,4.604711055755615,-1161.8956298828125,0.0
1730196640206881070,0.0002902188862208277,-0.004668249748647213,0.0005803576787002385,0.0,1730196640209658874,3.6519265174865723,4.615545749664307,-1162.3673095703125,0.0
1730196640217264706,-7.020549674052745e-05,-0.005041869822889566,-0.0002827065181918442,0.0,1730196640219614758,3.65401029586792,4.617617130279541,-1162.820556640625,0.0
1730196640225813005,-0.0022506695240736008,0.002971070585772395,0.005028248764574528,0.0,1730196640228189594,3.64399790763855,4.618936538696289,-1163.313232421875,0.0
1730196640235904831,-0.002026342088356614,-0.003638040740042925,-0.00234449515119195,0.0,1730196640237978659,3.6418066024780273,4.607124328613281,-1163.834228515625,0.0
1730196640247702768,0.0016625772695988417,0.0014949048636481166,-0.002698821946978569,0.0,1730196640248625512,3.6413636207580566,4.613368034362793,-1164.3106689453125,0.0
1730196640257249364,-0.0048561738803982735,-0.0008145322790369391,0.0023896233178675175,0.0,1730196640258312042,3.6437301635742188,4.6157121658325195,-1164.9022216796875,0.0
1730196640266170512,-0.002793991705402732,-0.004010783042758703,0.0016011792467907071,0.0,1730196640268265462,3.644744396209717,4.626780986785889,-1165.3636474609375,0.0
1730196640276262455,0.0015741767128929496,-0.0009867546614259481,-0.001685891766101122,0.0,1730196640279089475,3.6406519412994385,4.627079963684082,-1163.9158935546875,0.0
1730196640287924401,-0.0009198006591759622,0.0014614765532314777,-0.0013877811143174767,0.0,1730196640288922809,3.590871810913086,4.693996429443359,-1165.939697265625,0.0
1730196640296422858,-0.0014455103082582355,0.002223999472334981,-0.0013254153309389949,0.0,1730196640298325817,3.5924909114837646,4.6831583976745605,-1164.7222900390625,0.0
1730196640307696986,0.002059156307950616,0.0027521427255123854,0.0012335135834291577,0.0,1730196640310887263,3.578091859817505,4.688446044921875,-1165.3294677734375,0.0
1730196640316579304,0.005993217695504427,0.0029907329007983208,-0.002315163379535079,0.0,1730196640318832575,3.56599760055542,4.674932479858398,-1165.7921142578125,0.0
1730196640327244588,-0.0007693470688536763,-0.003579199081286788,-0.0004985074629075825,0.0,1730196640328347722,3.572870969772339,4.6767072677612305,-1167.3095703125,0.0
1730196640338134220,-0.003456332953646779,0.003685752861201763,-0.0009804683504626155,0.0,1730196640339508271,3.572274684906006,4.681503772735596,-1167.7757568359375,0.0
1730196640346771397,-0.0030084149911999702,0.0010754588292911649,0.002756295492872596,0.0,1730196640348728699,3.576449155807495,4.672696113586426,-1168.0159912109375,0.0
1730196640356874938,0.002839245367795229,0.001610195147804916,-0.0023704422637820244,0.0,1730196640358921380,3.5769739151000977,4.6744384765625,-1168.660888671875,0.0
1730196640367218948,0.0006740987300872803,0.0019128606654703617,0.0019633707124739885,0.0,1730196640369142824,3.5758204460144043,4.6780924797058105,-1169.0848388671875,0.0
1730196640377245105,-0.0031275893561542034,-0.0011326511157676578,0.0014922876143828034,0.0,1730196640379435201,3.5739920139312744,4.677314281463623,-1169.6478271484375,0.0
